Date,Text_clean
2020-12-31,Ash Happy New Year Ash Whats in the future
2020-12-31,Ash Happy new year Ash My best wishes for you this 2021
2020-12-31,   SepticEye Ash  Husband This looks awesome 
2020-12-31,   SepticEye Ash  Husband Im seeing a family
2020-12-31,Ash 12hs to go here but happy new year  everything will be better
2020-12-31,aiyappa   Ash What would you expect him to do about it though his average viewer count at the moment is in the 70000s how is he supposed to stop 70000 people from being toxic in other peoples chats
2020-12-31,Ash Ill be im 2021 in 12 hours  Lucky girl Happy New year
2020-12-31,Ash Happy New Year Ash 
2020-12-31,  Ash Like what will he do  He avgs 120k when playing rust there will always be trolls Like srsly they sent threats they swarm a chat so what just run ads or something LOL its something you literally cant control Just use it to ur benefit
2020-12-31,Ash Happy new year from your neighbour in Singapore Ash
2020-12-31,Ash Happy New Year Ash 
2020-12-31,Ash Happy New Year Ash
2020-12-31,Ash Fucking international date line
2020-12-31,Ash Happy new year Ash
2020-12-31,Ash Happy new year 
2020-12-31,Ash Happy new year Ash 
2020-12-31,Ash happy new year to you too ash
2020-12-31,Ash 15 hours n 44 minutes
2020-12-31,   Ash Go do your homework kid get off the internet you clearly lack general decorum
2020-12-31,Ash Happy new year Ash Love the streams hope you keep streaming for the foreseeable future
2020-12-31,  Ash Ive been saying it for a long time now XQC has the most toxic community on the platform among the top streamers And he does nothing about it Plus hes rude to a lot of people he interacts with on stream
2020-12-31,Ash Happy New Year Ash 
2020-12-31,Ash Happy New Year ASH
2020-12-31,Ash Wow couldnt even wait for us to hit 2021 huh Australia
2020-12-31,Ash happy new year Ash lt3
2020-12-31,Ash Happy New Year Ash
2020-12-31,Ash 13 hours to new year here I live in Brazil Happy new year guyss from Austrlia
2020-12-31,Ash Happy new yearrrrr
2020-12-31,Ash happy new year ash D
2020-12-31,Ash I got about 16 hours left but Happy New Year
2020-12-31,Ash Happy New Year Ash 
2020-12-31,Ash happy new year ash
2020-12-31,Ash HAPPY NEW YEAR ASH 
2020-12-31,   SepticEye Ash  Husband Aweeee
2020-12-31,Ash Happy new year Ash 
2020-12-31,  Ash Lmaoo
2020-12-31,Ash Happy new year Ashhhh Hope you had a good one 
2020-12-31,Ash Did you get out of jacks house when he got off or did you get stuck
2020-12-31, Ash This is why she know all the stuff in Rust way before anyone else Hahaha jk
2020-12-31,Ash happy new year bb
2020-12-31,Ash Happy New year 
2020-12-31,Ash happy new year ash 
2020-12-31,Ash Happy New Year Ash  3hrs to go before next year here 
2020-12-31,Ash Happy new year Ash
2020-12-31,Ash Happy New Year for u too Ash 
2020-12-31,Ash Happy new year ash
2020-12-31,   SepticEye Ash  Husband Woww I still cant move on no matter how many times i look at thisu r really talented
2020-12-31, Ash I have to wait 16 more hours to escape 2020s clutches 
2020-12-31,Ash HAPPY NEW YEAR ASH 
2020-12-31,Ash Happy new year ashi spend all my December with you n not regretting it cuz i really love it  And i wanna spend more time in the future watching u  
2020-12-31,Ash Happy new year ash 
2020-12-31,Ash happy new year from New Zealand
2020-12-31,Ash Happy new year Ash
2020-12-31,Ash Just three hours after you well be in 2021 soon Happy New Year everyone
2020-12-31,Ash Happy new year ash
2020-12-31,Ash 
2020-12-31,Ash you too Ash HAPPY NEW YEAR  
2020-12-31,   Ash For example yesterday xqc personally offended myth all chat moved from xqcs stream to myths and apologized
2020-12-31,Ash Happy new year ash
