Date,Text_clean
2020-12-09,FrankSlootman ElonMusk SE SPOT SQ TAL TEAM TWLO TWTR U UBER V VEEV WDAY ZM ZTS ALC APTV BNTX CARR CHWY CRWD CTVA DDOG FCAU HLT IQV KMI LBRDA LU LYB OKTA OTIS PANW PSX PTON RNG ROKU TDOC TME XPEV Funding Musk TSLA
2020-12-09,Liberty Broadband Corp Class A Shares Near 52Week High  Market Mover  LBRDA stockmarket kwhenfinance
2020-12-08,Liberty Broadband Corp Class A Shares Climb 05 Past Previous 52Week High  Market Mover  LBRDA stockmarket kwhenfinance
2020-12-07,Rose Above Previous Days High today LBRDA ECOM CWBC ALTS NOAH CZNC  
2020-12-05,Liberty Broadband Corp Class A Shares Climb 05 Past Previous 52Week High  Market Mover  LBRDA stockmarket kwhenfinance
2020-12-04,ACIA CR FIX LBRDA LEA LLY    Moving
2020-12-04,NASDAQNewHighCountCommunication ServiceMGNI 5GRVY 4RBBN 4VG 3CHTR 2GLIBA 2IRDM 2LBRDA 2From20201118
2020-12-04,Liberty Broadband Corp Class A Shares Close in on 52Week High  Market Mover  LBRDA stockmarket kwhenfinance
2020-12-03,Liberty Broadband Corp Class A Shares Climb 02 Past Previous 52Week High  Market Mover  LBRDA stockmarket kwhenfinance
2020-12-02,Reversed from Down today TIP KOMP LBRDA  
2020-12-02, Talking my book but CHTR stock merger with LBRDA at NAV
2020-12-01,Situacin de mi cartera  Portfolio al finalizar Noviembre2020 Ingresos LBRDASalt Stoploss  HRLRentabilidad promedio de operaciones abiertas al 301120  1254trading stocks market bolsa  
2020-12-01,Liberty Broadband Corp Class A Shares Close in on 52Week High  Market Mover  LBRDA stockmarket kwhenfinance
2020-11-30, What happened to your LBRDACc fake
2020-11-30,20001127369  EXPO CRNC CAT GLIBA CIGI NOW ICE ADI MASI BBIO TRUP BAH XYL LBRDA CRWD EIDX HLI RBC LBRDK NTRA NSC AJG CMSPB BFA TSLA 
2020-11-29,Infrastructure and Energy Alternatives IEA CEO Confirmation Coming Of New Non Toxic Shareholder Friendly Line Of Credit From Capital One Financial COFRA SHOM UCFC PARR FEN ONOV MOV LBRDA LNGG BMXI SBSI ARA ESNC TOWTF AMBR KOOYF BYSI
2020-11-28,Liberty Broadband Corp Class A Shares Close in on 52Week High  Market Mover  LBRDA stockmarket kwhenfinance
2020-11-27,ARCT ARWR CRUS IBM IRBT LBRDA    Moving
2020-11-26,Largest entertainment companies by market capDisney DISComcast CMCSANetflix NFLXCharter CHTRROKULiberty LBRDAViacomCBS VIACDISHLive Nation LYVWarner Music WMGDiscovery DISCADolby DLBHUYAMadison Square Garden MSGSWorld Wrestling WWELions Gate LGFA
2020-11-26,Why doesnt the market appreciate CHTR 1 untapped pricing power and 2 over spending relative to peers These factors will normalize once they finish building scale through sub growth and should eventually open the FCF floodgates What am I missing CHTR LBRDA LBRDK
2020-11-25, on plans to close the discount of GLIBA  LBRDA wrt to CHTR with TREE sale proceeds
2020-11-25,Liberty Broadband Corp Class A Shares Near 52Week High  Market Mover  LBRDA stockmarket kwhenfinance
2020-11-24,FORM 8K PressNews Current Report recently SEC filed  LBRDA LBRDK LBRDB Liberty Broadband Corp  
2020-11-24,LBRDA NASDAQ  8K  Liberty Broadband Corp  BA00  BidAsk Size00  Volume74854  AverageVol110143  Outstanding0 
2020-11-24,Liberty Broadband Corp Class A Shares Near 52Week High  Market Mover  LBRDA stockmarket kwhenfinance
2020-11-23,Liberty Broadband Closes Private Offering of 825 Million of 125 Exchangeable Senior Debentures due 2050 LBRDA LBRDA 
2020-11-23,Filing Alert FORM 8K PressNews Current Report available  LBRDA LBRDK LBRDB Liberty Broadband Corp  
2020-11-23,LBRDA NASDAQ  8K  Liberty Broadband Corp  BA00  BidAsk Size00  Volume100955  AverageVol110143  Outstanding0 
2020-11-23,LBRDA Liberty Broadband Corporation Closes Private Offering of 825 Million of 125 Exchangeable Senior Debentures due 2050 
2020-11-23,New 52 Week High today IWO MOO RJA LBRDA MINT KOMP LBRDK MDY CDLX KRNT LCAP REMX RBBN IXUS BSN OMCL PTCT SCZ BALY AIT  
2020-11-23,ASND ATO AVY AWR BABA BH CHE CIGI CLCT CNSWF CPA CRSP CRTX CRUS CSLLY CVNA CYBR DSGX ETHE EVRG FUTU GH KRC KYOCY LBRDA LGND LLY LN MELI MMSI NCNO NVC
2020-11-22,Afterbefore the the rising speed challenge you have to overinvest to pass the required grade of capacity reliability and entrenched incumbent with low marginal cost of upgrades  CMCSA CHTR ATUS GLIBA LBRDA 
2020-11-21,Andvari AssociatesComentario general de mercado novedades sobre LBRDA y checklist cualitativa 13 YTD 
2020-11-21,Liberty Broadband Corp Class A Shares Close in on 52Week High  Market Mover  LBRDA stockmarket kwhenfinance
2020-11-20,NASDAQ52WNewHighCommunication Service1 MGNI 2 BILI 3 RBBN 4 ROKU 5 CDLX 6 IRDM 7 BOMN 8 GLIBA 9 LBRDK 10 LBRDA 20201121 63548
2020-11-20, fake Big discounts on LSXMA and GLIBA which does he see as having the better upside and which has best chance of closing the discount GLIBA already has some potential imminent upside with LBRDA merger
2020-11-20,New 52 Week High today LBRDA  
2020-11-20,LBRDA amp GLIBA will soon begin to participate in the cash flow stream with relative low tax leakage from Charters buyback Though weve bought back 500MM of stock in the last few months Were going to have cash amp flow and cashflow to buy back lots of stock at a discount
2020-11-20,Wireless is an app now But without the Apple tax of course CHTR LBRDA GLIBA
2020-11-20,Why a LBRDA GLIBA merger Were going to reduce admin overheadWell have FCF to buy back stock and address the double discountWere going to reduce paper waste by 750000 pages per yearMore Pelotons for our holders so more vestwearers can recognize THE PELOTON KING
2020-11-20,Fortunately thanks to GCIs expansive wireless network which covers more of Alaska than any other provider by a longshot no easy task and almost impossible to overbuild and LBRDAs Skyhooks location precision we were able to triangulate Pete And thus merger synergies
2020-11-20,Liberty Broadband Corp Class A Shares Close in on 52Week High  Market Mover  LBRDA stockmarket kwhenfinance
2020-11-20,Perella Weinberg to Seek Listing Via BlankCheck Firm RCL GLIBA LBRDA MC EVR 
2020-11-19,NASDAQ52WNewHighCommunication Service1 BILI 2 MGNI 3 LBRDA 4 GLIBA 5 LBRDK 6 ROKU 7 IRDM 8 CDLX 20201120 6220
2020-11-19,Virtual curtain closes on Day 1 of LibertyInvestorDay  Huge thanks for the hard work from all of our presenting companies SIRI LYV   TRIP  Its no TimesCenter but at least you didnt have to dress up Tune in tomorrow for QRTEA GLIBA LBRDA CHTR  TREE 
2020-11-19,Some of the largest stocks that made new all time highs so far todayTesla TSLATarget TGTROKULiberty LBRDAYum China YUMCStoneco STNEZebra ZBRASSampC SSNCHuazhu HTHTEnphase ENPHZendesk ZENCDAYBilibili BILIAppian APPNTwist TWTSUpwork UPWKCorsair CRSR
2020-11-19,Stocks That Hit 52Week Highs On Thursday TGT HUSN LBRDK LBRDA YUMC 
2020-11-19,New 52 Week High today ALXO INBX LBRDA NIE TRIL GFLU HTLFP PDAC LBRDK SBE IDRA  
2020-11-19,GCI Liberty will repurchase 459M of debt with proceeds from LendingTree stake sale TREE GLIBA CHTR LBRDA 
2020-11-19,GCI Liberty will repurchase 459M of debt with proceeds for LendingTree stake sale TREE GLIBA CHTR LBRDA 
2020-11-19,LBRDA NASDAQ  8K  Liberty Broadband Corp  BA00  BidAsk Size00  Volume81734  AverageVol108877  Outstanding0 
2020-11-19,LBRDA Liberty Broadband Corporation Prices Upsized Private Offering of 750 Million of 125 Exchangeable Senior Debentures due 2050 
2020-11-19,LBRDA Liberty Broadband Corporation Prices Upsized Private Offering of 750 Million of 125 Exchangeable Senior Debentures due 2050 
2020-11-19,Liberty Broadband Prices Upsized Private Offering of 750 Million of 125 Exchangeable Senior Debentures due 2050 LBRDA LBRDA 
2020-11-19,Looking forward to tomorrow and Friday and hearing more about whats going on with the companies particularly GLIBA and LBRDA 
2020-11-19,TEE also a historical artifact from IAC days if I remember correctly Ventures was an interesting investment vehicle but after GCI deal GLIBA future direction pointed more towards broadband business with CHTR LBRDA
2020-11-19,GCI Libertys LendingTree sale reminds me of CommerceHub sale to PE Great biz but not aligned w core strategy Its no longer Libertys investment arm esp w upcoming LBRDA merger TREE is last of GLIBA noncore media assets
2020-11-19,Liberty Broadband Corp Class A Shares Climb 08 Past Previous 52Week High  Market Mover  LBRDA stockmarket kwhenfinance
2020-11-18,NASDAQATHCommunication Service1 RBBN 2 AVID 3 CDLX 4 ORBC 5 LBRDA 6 LBRDK 7 GLIBA 8 ALSK 9 CMCSA 10 NWS 20201119 61629
2020-11-18,LBRDA LBRDK CHTR spread screaming tighter into the investor day  Discount has gone from 24 to 17 in a few weeks  Seems like the company has raised tons of cash recently wonder what is up their sleeve
2020-11-18,New 52 Week High today GRBK IDEV TMTSU ACTV PSCD ENPC RCKT EVC FNDX MOO SCHM VEU KROS LBRDA CVGI NGACU CSD GFNSZ ONCR DTB  
2020-11-18, Issue debt to buy back LBRDA stock Pay debt with sales from CHTR stock
