ticker,date,totalvol,retailvol
FB,4/25/2018,41083581,13770456
FB,4/26/2018,77556934,29558314
FB,4/27/2018,29804657,12126248
FB,4/30/2018,20750478,7674849
FB,5/1/2018,26025932,12168900
FB,5/2/2018,30424450,12060962
FB,5/3/2018,24026071,9985952
FB,5/4/2018,17677844,7243631
FB,5/7/2018,18697195,8229655
FB,5/8/2018,15577211,6682226
FB,5/9/2018,23282811,9785199
FB,5/10/2018,21071403,8583138
FB,5/11/2018,21207848,8832414
FB,5/14/2018,15646744,6417228
FB,5/15/2018,15429433,5974274
FB,5/16/2018,16975495,6880585
FB,5/17/2018,14840675,7023081
FB,5/18/2018,13130451,5651719
FB,5/21/2018,13532864,6310338
FB,5/22/2018,12731419,4922083
FB,5/23/2018,16628100,7693258
FB,5/24/2018,12354742,5352730
FB,5/25/2018,10965061,4549783
FB,5/29/2018,16398937,5610365
FB,5/30/2018,13736866,4852671
FB,5/31/2018,30782631,12915742
FB,6/1/2018,17307245,6793734
FB,6/4/2018,18939795,6942358
FB,6/5/2018,15544294,6422989
FB,6/6/2018,22558920,9926483
FB,6/7/2018,21503171,8375109
FB,6/8/2018,12677092,4633335
FB,6/11/2018,12928907,5126225
FB,6/12/2018,11562704,4558979
FB,6/13/2018,15853821,6766797
FB,6/14/2018,19120866,7996916
FB,6/15/2018,21860931,6890996
FB,6/18/2018,16826023,7170508
FB,6/19/2018,19993996,8086896
FB,6/20/2018,28230933,10255210
FB,6/21/2018,19045717,8207596
FB,6/22/2018,17420188,7325445
FB,6/25/2018,25275137,9476362
FB,6/26/2018,17897576,7046404
FB,6/27/2018,18734408,7528896
FB,6/28/2018,18172439,6800415
FB,6/29/2018,15811602,5725439
FB,7/2/2018,13961578,5128555
FB,7/3/2018,13489514,5658391
FB,7/5/2018,19684193,7780605
FB,7/6/2018,19740131,8697496
FB,7/9/2018,18149437,7336030
FB,7/10/2018,13190067,5859888
FB,7/11/2018,12927377,5399731
FB,7/12/2018,15454706,6309371
FB,7/13/2018,11503401,4676704
FB,7/16/2018,11078209,4559432
FB,7/17/2018,15349892,5925793
FB,7/18/2018,15334907,5729738
FB,7/19/2018,11350429,4817278
FB,7/20/2018,16241508,6633910
FB,7/23/2018,16731969,7714780
FB,7/24/2018,28468681,12168391
FB,7/25/2018,64618763,17461858
FB,7/26/2018,169803668,68704751
FB,7/27/2018,60073749,25520270
FB,7/30/2018,65280787,29326406
FB,7/31/2018,40356471,18726102
FB,8/1/2018,34042109,16557150
FB,8/2/2018,32399954,14080167
FB,8/3/2018,24763434,10958506
FB,8/6/2018,49716192,24699812
FB,8/7/2018,33398562,15898300
FB,8/8/2018,22205230,10872402
FB,8/9/2018,19732120,8752949
FB,8/10/2018,21500410,9290662
FB,8/13/2018,17423264,7779580
FB,8/14/2018,19101995,8154635
FB,8/15/2018,33020231,13291962
FB,8/16/2018,31351784,13760819
FB,8/17/2018,24893176,10178641
FB,8/20/2018,21518006,9337988
FB,8/21/2018,19578514,8245311
FB,8/22/2018,16894083,7340117
FB,8/23/2018,18053567,7970993
FB,8/24/2018,14631556,6675501
FB,8/27/2018,17921935,7779986
FB,8/28/2018,15910675,6215264
FB,8/29/2018,18678301,8108008
FB,8/30/2018,24216532,9990798
FB,8/31/2018,18065159,7137723
FB,9/4/2018,29808971,13891712
FB,9/5/2018,31226744,11823948
FB,9/6/2018,41514834,17422280
FB,9/7/2018,24300600,10011673
FB,9/10/2018,20197680,7994569
FB,9/11/2018,20457088,8126210
FB,9/12/2018,24078118,9748354
FB,9/13/2018,25453775,9552411
FB,9/14/2018,21770405,8103886
FB,9/17/2018,21005321,7452438
FB,9/18/2018,22465236,8455844
FB,9/19/2018,19628996,7077393
FB,9/20/2018,18936038,7385210
FB,9/21/2018,45994800,18114976
FB,9/24/2018,19222775,6659916
FB,9/25/2018,27622806,11712469
FB,9/26/2018,25252231,10659428
FB,9/27/2018,27266856,12826097
FB,9/28/2018,34265638,17347911
FB,10/1/2018,26407677,11134060
FB,10/2/2018,36030977,15266949
FB,10/3/2018,23109456,9221338
FB,10/4/2018,25739635,9359770
FB,10/5/2018,25744047,11997569
FB,10/8/2018,24045968,10300079
FB,10/9/2018,18844425,7877191
FB,10/10/2018,30609970,11763524
FB,10/11/2018,35338901,11683684
FB,10/12/2018,25293492,9726186
FB,10/15/2018,15433521,6704191
FB,10/16/2018,19180095,8179510
FB,10/17/2018,17592003,7159954
FB,10/18/2018,21675084,8487515
FB,10/19/2018,19761347,6849150
FB,10/22/2018,15424658,6242343
FB,10/23/2018,19095032,6545188
FB,10/24/2018,27744597,10389547
FB,10/25/2018,22105696,7967375
FB,10/26/2018,31303341,11276067
FB,10/29/2018,31336784,11912371
FB,10/30/2018,50528278,15968437
FB,10/31/2018,60101251,26907404
FB,11/1/2018,25640786,10606969
FB,11/2/2018,24708695,9340704
FB,11/5/2018,15969849,6875551
FB,11/6/2018,16667124,6703831
FB,11/7/2018,21877372,9259415
FB,11/8/2018,24145814,8996758
FB,11/9/2018,17326898,6261645
FB,11/12/2018,18542123,6926730
FB,11/13/2018,15141710,5499172
FB,11/14/2018,22068384,6771199
FB,11/15/2018,30320280,11189257
FB,11/16/2018,37250560,15710402
FB,11/19/2018,44362729,19730106
FB,11/20/2018,41939475,17712840
FB,11/21/2018,25469735,10889206
FB,11/23/2018,11886128,4816844
FB,11/26/2018,24263640,10211914
FB,11/27/2018,20750318,8833563
FB,11/28/2018,29847505,13193329
FB,11/29/2018,24238713,10505224
FB,11/30/2018,25732577,11047410
FB,12/3/2018,24819226,9281613
FB,12/4/2018,30307400,12369182
FB,12/6/2018,28218145,10811787
FB,12/7/2018,21195460,7680719
FB,12/10/2018,26422173,10561348
FB,12/11/2018,20300349,8449103
FB,12/12/2018,23696936,8753365
FB,12/13/2018,18148610,5952576
FB,12/14/2018,21785820,7738073
FB,12/17/2018,24333959,10075667
FB,12/18/2018,24709084,9652204
FB,12/19/2018,57404894,23863929
FB,12/20/2018,40297944,15629943
FB,12/21/2018,56901491,22341107
FB,12/24/2018,22066002,8258982
FB,12/26/2018,39723370,16313763
FB,12/27/2018,31202509,13141098
FB,12/28/2018,22627569,8579927
FB,12/31/2018,24625308,9318716
FB,1/2/2019,28146193,10852116
FB,1/3/2019,22717948,9152610
FB,1/4/2019,29002059,10325332
FB,1/7/2019,20089337,8256521
FB,1/8/2019,26263793,11163579
FB,1/9/2019,22205879,9658300
FB,1/10/2019,16125004,6779001
FB,1/11/2019,12908031,5398647
FB,1/14/2019,20520278,9170878
FB,1/15/2019,24068822,9480406
FB,1/16/2019,18025714,7058870
FB,1/17/2019,15787914,5805217
FB,1/18/2019,31029612,11946377
FB,1/22/2019,22378694,8903335
FB,1/23/2019,20098415,7344744
FB,1/24/2019,20955518,8214303
FB,1/25/2019,22250954,8840110
FB,1/28/2019,15508483,5462183
FB,1/29/2019,17631953,7246232
FB,1/30/2019,44613240,15424418
FB,1/31/2019,77233602,32335527
FB,2/1/2019,30806513,13353331
FB,2/4/2019,20036470,9261437
FB,2/5/2019,22556985,10264416
FB,2/6/2019,13281161,5828984
FB,2/7/2019,17517609,7737845
FB,2/8/2019,12561422,5084995
FB,2/11/2019,12811176,5168838
FB,2/12/2019,16292290,6582511
FB,2/13/2019,14205146,5696617
FB,2/14/2019,12755151,5174767
FB,2/15/2019,15504415,6291085
FB,2/19/2019,14345390,6207953
FB,2/20/2019,11770692,4670019
FB,2/21/2019,15607828,6908664
FB,2/22/2019,15858468,6184661
FB,2/25/2019,18737106,8674500
FB,2/26/2019,13784063,5837671
FB,2/27/2019,12697485,5293210
FB,2/28/2019,11114185,4479663
FB,3/1/2019,11097770,4381940
FB,3/4/2019,18894689,6906289
FB,3/5/2019,28187890,12236301
FB,3/6/2019,21531723,9360054
FB,3/7/2019,18306504,7680511
FB,3/8/2019,13184831,5931677
FB,3/11/2019,18883983,9337997
FB,3/12/2019,12155264,4672018
FB,3/13/2019,11973280,5209442
FB,3/14/2019,18037364,7559044
FB,3/15/2019,37126000,14304591
FB,3/18/2019,37524191,17315433
FB,3/19/2019,25611488,11647574
FB,3/20/2019,20211474,8890642
FB,3/21/2019,16223007,6802039
FB,3/22/2019,16389185,5454175
FB,3/25/2019,12631230,5321559
FB,3/26/2019,15437920,6353850
FB,3/27/2019,10620299,4087141
FB,3/28/2019,10689171,4875203
FB,3/29/2019,13455454,5466849
FB,4/1/2019,10381490,4059068
FB,4/2/2019,23946529,11226853
FB,4/3/2019,27590058,12784210
FB,4/4/2019,17847731,7946684
FB,4/5/2019,9594133,4191712
FB,4/8/2019,7297379,2924668
FB,4/9/2019,19751031,8847013
FB,4/10/2019,11701479,5040569
FB,4/11/2019,8070967,3316498
FB,4/12/2019,12329812,5020345
FB,4/15/2019,10834762,4675412
FB,4/16/2019,11215193,3934396
FB,4/17/2019,9973732,4505564
FB,4/18/2019,11655608,4280934
FB,4/22/2019,13389889,5465719
FB,4/23/2019,19954814,9057858
FB,4/24/2019,37289871,12406128
FB,4/25/2019,54148789,23276859
FB,4/26/2019,22075002,9035806
FB,4/29/2019,19641310,8013408
FB,4/30/2019,23494689,11348270
FB,5/1/2019,15996646,7394666
FB,5/2/2019,13209452,5523793
FB,5/3/2019,14575434,5821355
FB,5/6/2019,13994932,5788908
FB,5/7/2019,16253001,6289037
FB,5/8/2019,12505737,4887525
FB,5/9/2019,12967033,4861682
FB,5/10/2019,12578508,4733749
FB,5/13/2019,16833347,6412693
FB,5/14/2019,17628142,7416407
FB,5/15/2019,16746904,5945977
FB,5/16/2019,12953111,5909643
FB,5/17/2019,10485370,3924808
FB,5/20/2019,10351981,3941547
FB,5/21/2019,7502820,2908317
FB,5/22/2019,9213801,3848433
FB,5/23/2019,12768835,4264280
FB,5/24/2019,8807701,4041748
FB,5/28/2019,14843308,4671669
FB,5/29/2019,12797685,4414790
FB,5/30/2019,8581544,3130817
FB,5/31/2019,15226536,6461982
FB,6/3/2019,56059609,24655057
FB,6/4/2019,46044256,22730812
FB,6/5/2019,19758317,8793436
FB,6/6/2019,12446354,4890528
FB,6/7/2019,16917343,6921280
FB,6/10/2019,14767918,6535690
FB,6/11/2019,15266644,7103910
FB,6/12/2019,17699806,8604656
FB,6/13/2019,12253569,5717577
FB,6/14/2019,16773691,7087203
FB,6/17/2019,29459881,14896627
FB,6/18/2019,37571352,16337294
FB,6/19/2019,21417092,10533253
FB,6/20/2019,14635740,5869574
FB,6/21/2019,22751159,8321541
FB,6/24/2019,15508955,6806514
FB,6/25/2019,16750309,8004567
FB,6/26/2019,12808604,5341124
FB,6/27/2019,11158983,4812275
FB,6/28/2019,16378878,6215600
FB,7/1/2019,14217138,6100582
FB,7/2/2019,9049979,3687038
FB,7/3/2019,10246119,4121104
FB,7/5/2019,11164107,4473535
FB,7/8/2019,9723858,4191103
FB,7/9/2019,14698611,6490310
FB,7/10/2019,20571702,8623507
FB,7/11/2019,13678457,6316307
FB,7/12/2019,15366272,5871038
FB,7/15/2019,16030335,7354415
FB,7/16/2019,12132720,5216278
FB,7/17/2019,12083714,4659297
FB,7/18/2019,11956554,5351408
FB,7/19/2019,12098262,4618979
FB,7/22/2019,13589024,6067916
FB,7/23/2019,14583680,6861168
FB,7/24/2019,32532540,11867725
FB,7/25/2019,39889869,18080161
FB,7/26/2019,24433985,10878826
FB,7/29/2019,16530801,7667977
FB,7/30/2019,11903558,4612582
FB,7/31/2019,14593544,5729417
FB,8/1/2019,17777013,7135250
FB,8/2/2019,15296975,6049225
FB,8/5/2019,23086655,8747129
FB,8/6/2019,18035686,8147765
FB,8/7/2019,15833197,6665662
FB,8/8/2019,14828916,5321447
FB,8/9/2019,11058811,4249571
FB,8/12/2019,10936283,4661435
FB,8/13/2019,13653319,5273029
FB,8/14/2019,18903716,8398938
FB,8/15/2019,13059640,5025259
FB,8/16/2019,12844832,5035789
FB,8/19/2019,9699661,4247242
FB,8/20/2019,10087592,3662999
FB,8/21/2019,8409548,3911516
FB,8/22/2019,10829509,4673794
FB,8/23/2019,17331221,6423565
FB,8/26/2019,8780477,3155148
FB,8/27/2019,14408946,5938536
FB,8/28/2019,9392060,3027085
FB,8/29/2019,10135033,4134813
FB,8/30/2019,10785722,3818472
FB,9/3/2019,9792187,3825542
FB,9/4/2019,11314571,3626006
FB,9/5/2019,13896621,4742298
FB,9/6/2019,15226820,5868257
FB,9/9/2019,14722402,5740311
FB,9/10/2019,15455867,5413465
FB,9/11/2019,11761660,3965163
FB,9/12/2019,11419775,4369611
FB,9/13/2019,11441116,4514032
FB,9/16/2019,8444844,3219855
FB,9/17/2019,9751570,4198747
FB,9/18/2019,9945798,4161382
FB,9/19/2019,10474685,4369964
FB,9/20/2019,20359878,6004983
FB,9/23/2019,14370089,6220988
FB,9/24/2019,18775666,7172484
FB,9/25/2019,18339960,7625429
FB,9/26/2019,16280691,6986095
FB,9/27/2019,14663575,5467310
FB,9/30/2019,11071425,4113052
FB,10/1/2019,17261556,7563377
FB,10/2/2019,16374148,6033896
FB,10/3/2019,16789319,6949104
FB,10/4/2019,10476395,3963105
FB,10/7/2019,9359793,4102524
FB,10/8/2019,10084896,3794014
FB,10/9/2019,7648874,2734613
FB,10/10/2019,8980978,3543828
FB,10/11/2019,14998754,5132035
FB,10/14/2019,7203665,2771872
FB,10/15/2019,15143119,6731365
FB,10/16/2019,10560343,3945497
FB,10/17/2019,9761548,3689989
FB,10/18/2019,16882862,6090705
FB,10/21/2019,8580744,3926654
FB,10/22/2019,19854192,8375178
FB,10/23/2019,12370819,6045807
FB,10/24/2019,11505406,5309428
FB,10/25/2019,8061240,3654947
FB,10/28/2019,13657866,6691908
FB,10/29/2019,13574874,6366518
FB,10/30/2019,28734559,9971054
FB,10/31/2019,42286529,19567601
FB,11/1/2019,21711829,9551424
FB,11/4/2019,16371292,7731557
FB,11/5/2019,9941954,4325129
FB,11/6/2019,10973019,5153017
FB,11/7/2019,13472998,5874124
FB,11/8/2019,10764784,3976495
FB,11/11/2019,8637768,3587088
FB,11/12/2019,17615454,7307010
FB,11/13/2019,11009800,4980875
FB,11/14/2019,9059897,4293151
FB,11/15/2019,11530232,4455050
FB,11/18/2019,16176107,7202441
FB,11/19/2019,19070291,7872090
FB,11/20/2019,12370240,4707998
FB,11/21/2019,12130985,5005492
FB,11/22/2019,9959817,4441732
FB,11/25/2019,15286442,6332197
FB,11/26/2019,11748664,4784354
FB,11/27/2019,12760568,5548825
FB,11/29/2019,7985231,3125832
FB,12/2/2019,11542020,4282919
FB,12/3/2019,13014170,5687633
FB,12/4/2019,8459939,3075911
FB,12/5/2019,9755350,3930618
FB,12/6/2019,12279525,5387556
FB,12/9/2019,12013218,4933711
FB,12/10/2019,9485568,4081268
FB,12/11/2019,8041827,3354166
FB,12/12/2019,23766986,10447226
FB,12/13/2019,18806020,7169059
FB,12/16/2019,14922733,7091657
FB,12/17/2019,10177605,4595203
FB,12/18/2019,23284746,11313143
FB,12/19/2019,16808184,7151039
FB,12/20/2019,27315226,10999449
FB,12/23/2019,13353194,6382282
FB,12/24/2019,6046273,3757474
FB,12/26/2019,9368273,4125387
FB,12/27/2019,10287634,4221514
FB,12/30/2019,10534441,4474072
FB,12/31/2019,8962756,3467549
FB,1/2/2020,12090707,5219073
FB,1/3/2020,11197416,4376756
FB,1/6/2020,17073861,7566213
FB,1/7/2020,15111857,7850901
FB,1/8/2020,13492703,6251069
FB,1/9/2020,12679579,5779056
FB,1/10/2020,12127432,5232403
FB,1/13/2020,14494517,6713019
FB,1/14/2020,13315361,5698348
FB,1/15/2020,10036475,3977637
FB,1/16/2020,10015288,4354739
FB,1/17/2020,15905944,5995872
FB,1/21/2020,14275784,5797509
FB,1/22/2020,12212814,4446981
FB,1/23/2020,11195000,4719511
FB,1/24/2020,11905824,4789054
FB,1/27/2020,13810655,5156495
FB,1/28/2020,13413835,5910188
FB,1/29/2020,33610005,12469639
FB,1/30/2020,48775500,22757017
FB,1/31/2020,31359917,13628206
FB,2/3/2020,15510509,6126390
FB,2/4/2020,19628890,7463320
FB,2/5/2020,12538154,4232653
FB,2/6/2020,10567533,4300951
FB,2/7/2020,12242530,5162242
FB,2/10/2020,11856350,5058783
FB,2/11/2020,25030810,11167391
FB,2/12/2020,13813704,5997955
FB,2/13/2020,15396625,5656013
FB,2/14/2020,10741747,4641415
FB,2/18/2020,15630026,5723372
FB,2/19/2020,12135114,5094083
FB,2/20/2020,13109213,4956614
FB,2/21/2020,14098432,4346929
FB,2/24/2020,23080057,8795186
FB,2/25/2020,21433487,6937894
FB,2/26/2020,16555210,5688670
FB,2/27/2020,21682626,7427886
FB,2/28/2020,32583494,9069029
FB,3/2/2020,24948955,8499478
FB,3/3/2020,27984104,8500869
FB,3/4/2020,23062473,8183795
FB,3/5/2020,19333425,6699195
FB,3/6/2020,24559550,8217158
FB,3/9/2020,29949041,9041184
FB,3/10/2020,24517791,7773392
FB,3/11/2020,20397204,6046176
FB,3/12/2020,43266335,12117268
FB,3/13/2020,35028627,11508001
FB,3/16/2020,39120419,13446382
FB,3/17/2020,34255596,10959330
FB,3/18/2020,37553136,13559891
FB,3/19/2020,39862312,13699745
FB,3/20/2020,32568398,9980560
FB,3/23/2020,29830765,10799391
FB,3/24/2020,30440369,12436616
FB,3/25/2020,35184271,13805025
FB,3/26/2020,26579021,10937656
FB,3/27/2020,24879869,10384487
FB,3/30/2020,22515225,8877635
FB,3/31/2020,23676283,9310801
FB,4/1/2020,19507559,7236741
FB,4/2/2020,20886309,8370053
FB,4/3/2020,25983317,9320567
FB,4/6/2020,28453581,10664853
FB,4/7/2020,31411919,14214015
FB,4/8/2020,21664198,8996206
FB,4/9/2020,23534287,9904945
FB,4/13/2020,19355355,8544123
FB,4/14/2020,21011815,8630585
FB,4/15/2020,17423003,7461927
FB,4/16/2020,23593229,10061573
FB,4/17/2020,20974750,7913594
FB,4/20/2020,16110664,7087389
FB,4/21/2020,24850528,10067925
FB,4/22/2020,33369931,15963593
FB,4/23/2020,21426604,9326340
FB,4/24/2020,28868528,14193125
FB,4/27/2020,29197750,13608067
FB,4/28/2020,21730986,10462476
FB,4/29/2020,45954521,18620605
FB,4/30/2020,46230116,22679168
FB,5/1/2020,30415581,15670350
FB,5/4/2020,19250673,8814529
FB,5/5/2020,21071223,9956903
FB,5/6/2020,21856963,10909853
FB,5/7/2020,15151976,6848892
FB,5/8/2020,12524048,5825528
FB,5/11/2020,12911948,5633865
FB,5/12/2020,14704647,6325745
FB,5/13/2020,20684559,7572206
FB,5/14/2020,17178947,5975208
FB,5/15/2020,19383154,7202930
FB,5/18/2020,20167443,7979647
FB,5/19/2020,31843152,15568046
FB,5/20/2020,50162875,26943925
FB,5/21/2020,47782636,26156430
FB,5/22/2020,33925564,17861262
FB,5/26/2020,33178318,15697603
FB,5/27/2020,34697553,16987615
FB,5/28/2020,29423013,15218376
FB,5/29/2020,23322476,10834685
FB,6/1/2020,18223839,8906579
FB,6/2/2020,20919018,10194967
FB,6/3/2020,15380282,7229415
FB,6/4/2020,17041481,8245146
FB,6/5/2020,16750438,7067687
FB,6/8/2020,15466499,7035392
FB,6/9/2020,27462872,13400474
FB,6/10/2020,20720709,8988793
FB,6/11/2020,26708163,10750434
FB,6/12/2020,22091387,9739578
FB,6/15/2020,15340264,6400424
FB,6/16/2020,15236691,6153871
FB,6/17/2020,19578125,10086641
FB,6/18/2020,15782452,6898560
FB,6/19/2020,30081291,13813182
FB,6/22/2020,18917782,8314845
FB,6/23/2020,24017915,10455627
FB,6/24/2020,20834904,8865354
FB,6/25/2020,18704339,7875548
FB,6/26/2020,76343939,35995144
FB,6/29/2020,58514281,30957633
FB,6/30/2020,33927068,16627026
FB,7/1/2020,43399739,19066408
FB,7/2/2020,30633620,14911424
FB,7/6/2020,26206158,12030767
FB,7/7/2020,27887786,13232475
FB,7/8/2020,29791339,14408097
FB,7/9/2020,22174896,9423161
FB,7/10/2020,22982716,9977422
FB,7/13/2020,24674874,11849223
FB,7/14/2020,23378056,9805259
FB,7/15/2020,19133562,9764926
FB,7/16/2020,18880705,8593964
FB,7/17/2020,18152413,8081090
FB,7/20/2020,20872223,9579927
FB,7/21/2020,19409687,8975535
FB,7/22/2020,15427885,7150628
FB,7/23/2020,21771802,10606998
FB,7/24/2020,18325813,8411054
FB,7/27/2020,13163083,6422597
FB,7/28/2020,14170112,7110934
FB,7/29/2020,13588317,6373951
FB,7/30/2020,20615306,7761194
FB,7/31/2020,53030037,24385244
FB,8/3/2020,23134103,10774239
FB,8/4/2020,17183533,8154861
FB,8/5/2020,13088361,5921352
FB,8/6/2020,45241611,23738467
FB,8/7/2020,72766364,42028371
FB,8/10/2020,30248826,16017734
FB,8/11/2020,28238283,14499728
FB,8/12/2020,21428329,10709993
FB,8/13/2020,17373970,9275055
FB,8/14/2020,14792708,7729020
FB,8/17/2020,13351062,6441267
FB,8/18/2020,18690383,10142834
FB,8/19/2020,23291463,12671025
FB,8/20/2020,20299688,9838807
FB,8/21/2020,15538615,7113936
FB,8/24/2020,23685603,11926177
FB,8/25/2020,42127240,24029279
FB,8/26/2020,69015151,33942234
FB,8/27/2020,30301309,14835349
FB,8/28/2020,17172415,8536015
FB,8/31/2020,17345134,7743610
FB,9/1/2020,17320872,8693638
FB,9/2/2020,24341369,11482296
FB,9/3/2020,32294092,13368436
FB,9/4/2020,30333671,13421419
FB,9/8/2020,24863997,10420547
FB,9/9/2020,22918769,11192402
FB,9/10/2020,24814669,12799230
FB,9/11/2020,18913883,10025392
FB,9/14/2020,24093830,11008584
FB,9/15/2020,18478530,9101293
FB,9/16/2020,29207594,15883467
FB,9/17/2020,31281441,14202008
FB,9/18/2020,28130767,11576355
FB,9/21/2020,24709378,10717905
FB,9/22/2020,30293103,14842528
FB,9/23/2020,19641266,9425626
FB,9/24/2020,20006750,9408859
FB,9/25/2020,18351311,8651619
FB,9/28/2020,18826254,8595859
FB,9/29/2020,20215504,10090341
FB,9/30/2020,20142546,9181869
FB,10/1/2020,20009801,8728729
FB,10/2/2020,16367597,7431227
FB,10/5/2020,12822252,5700472
FB,10/6/2020,18696917,8807772
FB,10/7/2020,23133417,11096565
FB,10/8/2020,16312762,7200321
FB,10/9/2020,14107803,6371999
FB,10/12/2020,31019256,14805389
FB,10/13/2020,18063343,8268024
FB,10/14/2020,15601154,7058974
FB,10/15/2020,15416064,6952507
FB,10/16/2020,16622702,6949865
FB,10/19/2020,13586955,5531950
FB,10/20/2020,18763246,8433243
FB,10/21/2020,28998638,11995535
FB,10/22/2020,16720026,7832490
FB,10/23/2020,17535155,8129421
FB,10/26/2020,21322925,8939548
FB,10/27/2020,16287249,7619654
FB,10/28/2020,23121808,9833606
FB,10/29/2020,32368118,13331563
FB,10/30/2020,47299002,19545804
FB,11/2/2020,27165679,12568395
FB,11/3/2020,17961859,8422124
FB,11/4/2020,35364424,15165127
FB,11/5/2020,23823633,11148976
FB,11/6/2020,13890974,5633727
FB,11/9/2020,25117650,9043368
FB,11/10/2020,29067691,11459846
FB,11/11/2020,14956950,6078805
FB,11/12/2020,12914206,4629935
FB,11/13/2020,10400101,3828636
FB,11/16/2020,12970352,4731966
FB,11/17/2020,15040297,6682984
FB,11/18/2020,12152945,4826402
FB,11/19/2020,12963658,5613532
FB,11/20/2020,18122412,9002580
FB,11/23/2020,20990786,9494630
FB,11/24/2020,16930424,6233505
FB,11/25/2020,12467009,4854474
FB,11/27/2020,7808426,2853763
FB,11/30/2020,16693336,6564484
FB,12/1/2020,20777906,8573549
FB,12/2/2020,17361624,9019988
FB,12/3/2020,12921694,5629588
FB,12/4/2020,10880299,4725445
FB,12/7/2020,13007665,6579780
FB,12/8/2020,10747650,4305181
FB,12/9/2020,25189707,9968675
FB,12/10/2020,20065091,9016064
FB,12/11/2020,14391401,6061581
FB,12/14/2020,16376880,6948949
FB,12/15/2020,23979461,10875814
FB,12/16/2020,15884999,6467354
FB,12/17/2020,16377844,7166965
FB,12/18/2020,26693249,7717230
FB,12/21/2020,16553740,6806114
FB,12/22/2020,17334999,7097033
FB,12/23/2020,14329038,5347845
FB,12/24/2020,6702033,3555888
FB,12/28/2020,23299707,10448612
FB,12/29/2020,16382995,7357500
FB,12/30/2020,11803795,4492038
FB,12/31/2020,12900408,5318541
FB,1/4/2021,15106113,6019083
FB,1/5/2021,9871557,4170055
FB,1/6/2021,24354149,8847808
FB,1/7/2021,15789756,6095003
FB,1/8/2021,18528251,7837754
FB,1/11/2021,30412286,12221282
FB,1/12/2021,26449943,12686009
FB,1/13/2021,19528938,8454786
FB,1/14/2021,29739404,12811460
FB,1/15/2021,24942930,10329253
FB,1/19/2021,28028546,12484158
FB,1/20/2021,25199919,11354903
FB,1/21/2021,20838687,9585662
FB,1/22/2021,21954042,9497512
FB,1/25/2021,19086990,7380216
FB,1/26/2021,19373636,8631600
FB,1/27/2021,35346194,11028396
FB,1/28/2021,37758844,15252103
FB,1/29/2021,30389499,12395511
FB,2/1/2021,22914255,9781159
FB,2/2/2021,17320788,6625752
FB,2/3/2021,14223377,5109757
FB,2/4/2021,16059958,5362760
FB,2/5/2021,12454367,5421828
FB,2/8/2021,13755191,5989651
FB,2/9/2021,14613375,5950254
FB,2/10/2021,14687152,5261910
FB,2/11/2021,12828572,4720568
FB,2/12/2021,9097597,3061128
FB,2/16/2021,15417243,6122014
FB,2/17/2021,12763240,4651939
FB,2/18/2021,15249134,5176045
FB,2/19/2021,25622587,11277553
FB,2/22/2021,17434873,7191746
FB,2/23/2021,21924557,7379632
FB,2/24/2021,15736123,6121760
FB,2/25/2021,19053142,6968809
FB,2/26/2021,26619517,7759900
FB,3/1/2021,22157255,7572165
FB,3/2/2021,15191722,6423332
FB,3/3/2021,15513515,5043122
FB,3/4/2021,31626463,10835578
FB,3/5/2021,26820055,9990087
FB,3/8/2021,18391768,6259648
FB,3/9/2021,22039740,7750382
FB,3/10/2021,14210318,5112267
FB,3/11/2021,21833979,6763793
FB,3/12/2021,20600198,6310680
FB,3/15/2021,16856746,6216889
FB,3/16/2021,22437665,8408331
FB,3/17/2021,21315044,6698521
FB,3/18/2021,18754853,6000368
FB,3/19/2021,38930536,14609419
FB,3/22/2021,28273073,12947015
FB,3/23/2021,23000929,9877656
FB,3/24/2021,18675046,6970406
FB,3/25/2021,24505648,8645316
FB,3/26/2021,17629185,6429580
FB,3/29/2021,21718831,9164190
FB,3/30/2021,17474537,7179534
FB,3/31/2021,19498157,8043811
FB,4/1/2021,17615980,6487040
FB,4/5/2021,28237006,12007896
FB,4/6/2021,17335246,7572437
FB,4/7/2021,22855241,10636878
FB,4/8/2021,20894148,9211206
FB,4/9/2021,15988568,6574998
FB,4/12/2021,10881935,4074626
FB,4/13/2021,14036927,5893771
FB,4/14/2021,17421393,7239716
FB,4/15/2021,14558273,5469070
FB,4/16/2021,13059163,5052097
FB,4/19/2021,14553507,6668463
FB,4/20/2021,16796442,7582358
FB,4/21/2021,14863474,5984424
FB,4/22/2021,16375350,6952908
FB,4/23/2021,17559498,6739644
FB,4/26/2021,16172593,6360921
FB,4/27/2021,15309256,5876774
FB,4/28/2021,33907210,10487127
FB,4/29/2021,56526771,26132664
FB,4/30/2021,26332423,10986255
FB,5/3/2021,18719462,7215806
FB,5/4/2021,24032557,9197658
FB,5/5/2021,15577605,6489290
FB,5/6/2021,19012241,7597974
FB,5/7/2021,15916743,5232359
FB,5/10/2021,24239170,8864148
FB,5/11/2021,18920086,6963492
FB,5/12/2021,24641010,11041351
FB,5/13/2021,18079160,7243208
FB,5/14/2021,19245724,7446556
FB,5/17/2021,15401343,7113629
FB,5/18/2021,14522403,6541369
FB,5/19/2021,19106244,7744535
FB,5/20/2021,17320241,7248324
FB,5/21/2021,13600901,4916516
FB,5/24/2021,16445356,6787736
