date,ticker,open,close,high,low,vol
23/10/2019,AAPL,60.5250025,60.7949975,60.8100025,60.305,79710732
24/10/2019,AAPL,61.1274975,60.895,61.2,60.4512475,71920112
25/10/2019,AAPL,60.79,61.645,61.6825,60.72,73437184
28/10/2019,AAPL,61.855,62.2625,62.3125,61.68,97633600
29/10/2019,AAPL,62.2425,60.8224975,62.4375,60.6425025,142764404
30/10/2019,AAPL,61.1899975,60.8149975,61.325,60.3025025,124315496
31/10/2019,AAPL,61.8100025,62.1899975,62.2925,59.3149975,139132408
1/11/2019,AAPL,62.3849975,63.9550025,63.9824975,62.29,151096576
4/11/2019,AAPL,64.3324975,64.375,64.46125,63.845,103265008
5/11/2019,AAPL,64.2624975,64.2825,64.5475,64.0800025,79885308
6/11/2019,AAPL,64.1924975,64.3099975,64.3724975,63.8412525,75854148
7/11/2019,AAPL,64.6849975,64.8574975,65.0875025,64.5274975,94913120
8/11/2019,AAPL,64.6725,65.0350025,65.11,64.2125025,70047652
11/11/2019,AAPL,64.5749975,65.5500025,65.6175,64.57,84596696
12/11/2019,AAPL,65.3874975,65.4899975,65.6975025,65.2300025,87309572
13/11/2019,AAPL,65.2825,66.1175,66.195,65.2675025,103526128
14/11/2019,AAPL,65.9375,65.6600025,66.22,65.5250025,89511620
15/11/2019,AAPL,65.9199975,66.4400025,66.445,65.7525025,100335408
18/11/2019,AAPL,66.4499975,66.7750025,66.8574975,66.0575025,86760388
19/11/2019,AAPL,66.9749975,66.5725025,67,66.3481525,76245124
20/11/2019,AAPL,66.3850025,65.7975,66.5207525,65.0999975,106424076
21/11/2019,AAPL,65.9225,65.5025025,66.00125,65.2949975,121573032
22/11/2019,AAPL,65.6475,65.445,65.7949975,65.21,65302232
25/11/2019,AAPL,65.6774975,66.5925,66.61,65.6299975,84106868
26/11/2019,AAPL,66.735,66.0725025,66.79,65.625,105314048
27/11/2019,AAPL,66.3949975,66.96,66.9950025,66.3275,65534424
29/11/2019,AAPL,66.6500025,66.8125,67,66.4749975,46616656
2/12/2019,AAPL,66.8174975,66.04,67.0625,65.8625025,94646288
3/12/2019,AAPL,64.5775,64.8625025,64.8825,64.0725025,117290632
4/12/2019,AAPL,65.2675025,65.4349975,65.8275,65.1699975,67193048
5/12/2019,AAPL,65.9475025,66.3949975,66.4725025,65.6825025,75454952
6/12/2019,AAPL,66.8700025,67.6774975,67.75,66.8249975,106073940
9/12/2019,AAPL,67.5,66.7300025,67.6999975,66.2275,128625284
10/12/2019,AAPL,67.1500025,67.1200025,67.5175025,66.4649975,90360372
11/12/2019,AAPL,67.2025,67.6924975,67.7750025,67.125,78814964
12/12/2019,AAPL,66.945,67.8649975,68.1399775,66.8302525,137501024
13/12/2019,AAPL,67.8649975,68.7874975,68.8249975,67.7324975,133523244
16/12/2019,AAPL,69.25,69.9649975,70.1975025,69.2450025,128214192
17/12/2019,AAPL,69.8925025,70.1025,70.4424975,69.6999975,114236156
18/12/2019,AAPL,69.9499975,69.9349975,70.4749975,69.78,116024112
19/12/2019,AAPL,69.875,70.0049975,70.2949975,69.7375025,98417256
20/12/2019,AAPL,70.5575025,69.86,70.6624975,69.64,275999888
23/12/2019,AAPL,70.1325,71,71.0625,70.093375,98582060
24/12/2019,AAPL,71.1725,71.0674975,71.2225025,70.7299275,48421308
26/12/2019,AAPL,71.2050025,72.4775,72.4950025,71.1750025,93282376
27/12/2019,AAPL,72.78,72.4499975,73.4925,72.03,146190320
30/12/2019,AAPL,72.3649975,72.8799975,73.1725,71.305,144301140
31/12/2019,AAPL,72.4824975,73.4124975,73.4199975,72.3799975,100844692
2/1/2020,AAPL,74.0599975,75.0875025,75.1500025,73.7975,135537256
3/1/2020,AAPL,74.2874975,74.3574975,75.1449975,74.125,146418400
6/1/2020,AAPL,73.4475025,74.9499975,74.9899975,73.1875,118389604
7/1/2020,AAPL,74.96,74.5975025,75.2249975,74.3700025,111456680
8/1/2020,AAPL,74.29,75.7975,76.1099775,74.2890025,132241680
9/1/2020,AAPL,76.8087475,77.4075,77.6074975,76.5500025,170366536
10/1/2020,AAPL,77.6500025,77.5824975,78.1675025,77.0625,140746492
13/01/2020,AAPL,77.9100025,79.2399975,79.2675025,77.7874975,122009320
14/01/2020,AAPL,79.1750025,78.1699975,79.3925025,78.0425025,162484228
15/01/2020,AAPL,77.9625025,77.835,78.875,77.3874975,121810908
16/01/2020,AAPL,78.3975,78.8099975,78.9250025,78.0225,110508616
17/01/2020,AAPL,79.0674975,79.6825025,79.6849975,78.75,137680180
21/01/2020,AAPL,79.2975,79.1425025,79.7549975,79,110699112
22/01/2020,AAPL,79.6449975,79.4250025,79.9974975,79.3275,101728676
23/01/2020,AAPL,79.4800025,79.8075025,79.89,78.9124975,104376752
24/01/2020,AAPL,80.0625,79.5775,80.8324975,79.3797,146399208
27/01/2020,AAPL,77.515,77.2375025,77.9424975,76.22,161659232
28/01/2020,AAPL,78.1500025,79.4225,79.5999975,78.0475,162077060
29/01/2020,AAPL,81.1125025,81.085,81.9625025,80.345,216339824
30/01/2020,AAPL,80.1360025,80.9675,81.0225,79.6875,126623760
31/01/2020,AAPL,80.2324975,77.3775025,80.6699975,77.0725025,199096648
3/2/2020,AAPL,76.0749975,77.165,78.3724975,75.555,173717384
4/2/2020,AAPL,78.8275,79.7125025,79.9100025,78.4086225,136487128
5/2/2020,AAPL,80.8799975,80.3625025,81.1900025,79.7375025,118707076
6/2/2020,AAPL,80.6425025,81.3024975,81.305,80.0662,105340936
7/2/2020,AAPL,80.5925,80.0075,80.8499975,79.5,117543632
10/2/2020,AAPL,78.5449975,80.3874975,80.3874975,78.4625025,109201012
11/2/2020,AAPL,80.9000025,79.9024975,80.9749975,79.6774975,94213532
12/2/2020,AAPL,80.3675,81.8000025,81.805,80.3675,113557176
13/02/2020,AAPL,81.0475,81.2175,81.555,80.8375025,94657080
14/02/2020,AAPL,81.1849975,81.2375025,81.4950025,80.7125025,80050808
18/02/2020,AAPL,78.8399975,79.75,79.9375,78.6524975,152537820
19/02/2020,AAPL,80,80.905,81.1425025,80,93902032
20/02/2020,AAPL,80.6575,80.0749975,81.1624975,79.5524975,100416924
21/02/2020,AAPL,79.655,78.2624975,80.1125025,77.625,129530708
24/02/2020,AAPL,74.3150025,74.5449975,76.0449975,72.3075025,221435876
25/02/2020,AAPL,75.2375025,72.0199975,75.6325,71.5325,230249128
26/02/2020,AAPL,71.6325,73.1624975,74.47,71.625,198471560
27/02/2020,AAPL,70.2750025,68.3799975,71.5,68.2399975,320007440
28/02/2020,AAPL,64.3150025,68.3399975,69.6025,64.0925,425309056
2/3/2020,AAPL,70.57,74.7025,75.36,69.43,340930180
3/3/2020,AAPL,75.9175025,72.3300025,76,71.4499975,318880604
4/3/2020,AAPL,74.11,75.6849975,75.8499975,73.2825,218835744
5/3/2020,AAPL,73.8799975,73.2300025,74.8874975,72.8525,187225924
6/3/2020,AAPL,70.5,72.2575,72.7050025,70.3075025,225913252
9/3/2020,AAPL,65.9375,66.5425025,69.5225,65.75,286235312
10/3/2020,AAPL,69.2850025,71.335,71.61,67.3425,285083984
11/3/2020,AAPL,69.3475025,68.8574975,70.305,67.9649975,256133844
12/3/2020,AAPL,63.985,62.0575,67.5,62,417805928
13/03/2020,AAPL,66.2225025,69.4925,69.9800025,63.2375,370246720
16/03/2020,AAPL,60.4875,60.5525025,64.7699975,60,322206768
17/03/2020,AAPL,61.8774975,63.215,64.4024975,59.5999975,323631928
18/03/2020,AAPL,59.9425,61.6675,62.5,59.28,299681208
19/03/2020,AAPL,61.8462475,61.195,63.21,60.6525,271311464
20/03/2020,AAPL,61.7949975,57.3100025,62.9575,57,401089272
23/03/2020,AAPL,57.02,56.0925,57.1249225,53.1525,335914756
24/03/2020,AAPL,59.09,61.72,61.9225,58.575,287167888
25/03/2020,AAPL,62.6875,61.38,64.5625,61.075,302749624
26/03/2020,AAPL,61.63,64.61,64.6699975,61.59,252077632
27/03/2020,AAPL,63.1875,61.9350025,63.9675,61.7625,203882824
30/03/2020,AAPL,62.6850025,63.7025,63.88,62.3499975,167684168
31/03/2020,AAPL,63.9000025,63.5724975,65.6224975,63,196675592
1/4/2020,AAPL,61.625,60.2275,62.18,59.7825,175912008
2/4/2020,AAPL,60.085,61.2324975,61.2874975,59.2249975,165697812
3/4/2020,AAPL,60.7,60.3525,61.425,59.7435275,129713292
6/4/2020,AAPL,62.7249975,65.6175,65.7774975,62.345,201414748
7/4/2020,AAPL,67.6999975,64.8574975,67.9250025,64.75,202497172
8/4/2020,AAPL,65.6849975,66.5175025,66.8425,65.3075025,168607144
9/4/2020,AAPL,67.1750025,66.9974975,67.5175025,66.1750025,161784524
13/04/2020,AAPL,67.0775,68.3125,68.4250025,66.4574975,130757528
14/04/2020,AAPL,70,71.7624975,72.0625,69.5124975,194643376
15/04/2020,AAPL,70.5999975,71.1074975,71.5824975,70.1575,130969456
16/04/2020,AAPL,71.845,71.6725,72.0493775,70.5875475,156859264
17/04/2020,AAPL,71.1725,70.6999975,71.7362525,69.2149975,214879408
20/04/2020,AAPL,69.4875025,69.2324975,70.4199975,69.2125025,129764256
21/04/2020,AAPL,69.07,67.0925,69.3125,66.3574975,180626224
22/04/2020,AAPL,68.4024975,69.0250025,69.4749975,68.0500025,117008020
23/04/2020,AAPL,68.9675,68.7575,70.4375,68.7175,124596044
24/04/2020,AAPL,69.3000025,70.7425,70.7525025,69.25,126320440
27/04/2020,AAPL,70.4499975,70.7925025,71.1350025,69.9875025,116883212
28/04/2020,AAPL,71.2699975,69.6449975,71.4574975,69.5500025,111835120
29/04/2020,AAPL,71.1825025,71.9325025,72.4175025,70.9725025,137036528
30/04/2020,AAPL,72.4899975,73.4499975,73.6325,72.0875025,182661160
1/5/2020,AAPL,71.5625,72.2675025,74.75,71.4625025,239927532
4/5/2020,AAPL,72.2925025,73.29,73.4225,71.5793,133547164
5/5/2020,AAPL,73.765,74.39,75.25,73.6149975,147600072
6/5/2020,AAPL,75.1149975,75.1575,75.8099975,74.7175,142125112
7/5/2020,AAPL,75.805,75.9349975,76.2925025,75.4925,115055136
8/5/2020,AAPL,76.4100025,77.5325,77.5875025,76.0725025,133922672
11/5/2020,AAPL,77.0250025,78.7525025,79.2624975,76.8099975,145771940
12/5/2020,AAPL,79.4574975,77.8525,79.9219975,77.7275,162084120
13/05/2020,AAPL,78.0374975,76.9124975,78.9875025,75.8024975,200209132
14/05/2020,AAPL,76.1275025,77.3850025,77.4475025,75.3825,158702640
15/05/2020,AAPL,75.0875025,76.9274975,76.9749975,75.0524975,168353504
18/05/2020,AAPL,78.2925025,78.7399975,79.125,77.581025,135168032
19/05/2020,AAPL,78.7575,78.2850025,79.6299975,78.2525025,101551052
20/05/2020,AAPL,79.1699975,79.8075025,79.8799975,79.0500025,111399828
21/05/2020,AAPL,79.665,79.2125025,80.2225025,78.9675,102499788
22/05/2020,AAPL,78.9424975,79.7225025,79.8075025,78.8375025,81709700
26/05/2020,AAPL,80.875,79.1825025,81.0599975,79.125,125342996
27/05/2020,AAPL,79.0350025,79.5274975,79.6774975,78.2725,112782544
28/05/2020,AAPL,79.1924975,79.5625,80.86,78.9075,133617048
29/05/2020,AAPL,79.8125,79.485,80.2874975,79.1175,153340608
1/6/2020,AAPL,79.4375,80.4625025,80.5875025,79.3024975,80821984
2/6/2020,AAPL,80.18625,80.835,80.86,79.7324975,87360804
3/6/2020,AAPL,81.165,81.28,81.5500025,80.5749975,104314436
4/6/2020,AAPL,81.0975025,80.5800025,81.405,80.195,87408716
5/6/2020,AAPL,80.8375025,82.875,82.9375,80.8075025,136990088
8/6/2020,AAPL,82.5625,83.3649975,83.4000025,81.8300025,95516068
9/6/2020,AAPL,83.0350025,85.9974975,86.4024975,83.0025025,147453060
10/6/2020,AAPL,86.9749975,88.21,88.6924975,86.5225,166168212
11/6/2020,AAPL,87.3275,83.9749975,87.765,83.8700025,201200364
12/6/2020,AAPL,86.18,84.6999975,86.9499975,83.555825,199868460
15/06/2020,AAPL,83.3125,85.7474975,86.4199975,83.1449975,138511752
16/06/2020,AAPL,87.8649975,88.0199975,88.3000025,86.18,164982052
17/06/2020,AAPL,88.7874975,87.8975,88.8499975,87.7725,114219000
18/06/2020,AAPL,87.8525,87.9325025,88.3625025,87.305,96689068
19/06/2020,AAPL,88.6587525,87.43,89.14,86.2874975,264149836
22/06/2020,AAPL,87.835,89.7175,89.8649975,87.7874975,135251648
23/06/2020,AAPL,91,91.6325,93.095,90.5675275,212729708
24/06/2020,AAPL,91.25,90.015,92.1975025,89.6299975,192188472
25/06/2020,AAPL,90.1750025,91.21,91.25,89.3925025,137260080
26/06/2020,AAPL,91.1025,88.4075,91.3300025,88.2549975,204829448
29/06/2020,AAPL,88.3125,90.445,90.5434025,87.82,130264576
30/06/2020,AAPL,90.0199975,91.1999975,91.4950025,90,139914756
1/7/2020,AAPL,91.28,91.0274975,91.8399975,90.9775,110601360
2/7/2020,AAPL,91.9625025,91.0274975,92.6175,90.9100025,113884824
6/7/2020,AAPL,92.5,93.4625025,93.945,92.4675,118527192
7/7/2020,AAPL,93.8525,93.1725,94.655,93.0575025,112273988
8/7/2020,AAPL,94.18,95.3425,95.375,94.0899975,116844424
9/7/2020,AAPL,96.2624975,95.6825025,96.3174975,94.6725,125435076
10/7/2020,AAPL,95.335,95.9199975,95.9800025,94.7051775,90139252
13/07/2020,AAPL,97.265,95.4775,99.9550025,95.2575,191253956
14/07/2020,AAPL,94.8399975,97.0575025,97.2549975,93.8775025,170438144
15/07/2020,AAPL,98.9899975,97.7249975,99.2474975,96.4899975,152938524
16/07/2020,AAPL,96.5625,96.5225,97.405,95.905,110391656
17/07/2020,AAPL,96.9875025,96.3275,97.1475,95.8399975,91970808
20/07/2020,AAPL,96.4162525,98.3574975,98.5,96.0625,90144024
21/07/2020,AAPL,99.1725,97,99.25,96.7425,103449220
22/07/2020,AAPL,96.6924975,97.2725,97.9749975,96.6025,88813740
23/07/2020,AAPL,96.9984975,92.845,97.0775,92.00975,196509384
24/07/2020,AAPL,90.9875025,92.6149975,92.97,89.1449975,185800564
27/07/2020,AAPL,93.71,94.8099975,94.905,93.4800025,120959584
28/07/2020,AAPL,94.3675,93.2525025,94.5496525,93.2474975,104165836
29/07/2020,AAPL,93.75,95.04,95.2300025,93.7125025,90189760
30/07/2020,AAPL,94.1875,96.1900025,96.2975,93.7675025,157746472
31/07/2020,AAPL,102.88375,106.2600025,106.415,100.8249975,374731272
3/8/2020,AAPL,108.1999975,108.9375,111.63642,107.8925025,307450812
4/8/2020,AAPL,109.1325,109.665,110.79,108.3874975,172471992
5/8/2020,AAPL,109.3775025,110.0625,110.3925025,108.8975,121795144
6/8/2020,AAPL,110.405,113.9024975,114.4124975,109.7975,202036124
7/8/2020,AAPL,113.2050025,111.1125025,113.6750025,110.2925025,197661812
10/8/2020,AAPL,112.5999975,112.7275,113.7750025,110,212031040
11/8/2020,AAPL,111.96875,109.375,112.4824975,109.106675,187465888
12/8/2020,AAPL,110.4974975,113.0100025,113.2750025,110.2975,165508400
13/08/2020,AAPL,114.43,115.0100025,116.0425025,113.9274975,209599268
14/08/2020,AAPL,114.82875,114.9075,115,113.0449975,165186252
17/08/2020,AAPL,116.0625,114.6074975,116.0875025,113.962525,119356260
18/08/2020,AAPL,114.3525,115.5625,116,114.0075,105346020
19/08/2020,AAPL,115.9832525,115.7074975,117.1624975,115.61,145257788
20/08/2020,AAPL,115.75,118.2750025,118.3919975,115.733375,126660440
21/08/2020,AAPL,119.2624975,124.3700025,124.867995,119.25,337122688
24/08/2020,AAPL,128.697495,125.8574975,128.7850025,123.93625,344639272
25/08/2020,AAPL,124.6975025,124.8249975,125.1792975,123.0524975,210933296
26/08/2020,AAPL,126.1792525,126.5225,126.9925,125.0824975,162631196
27/08/2020,AAPL,127.1425025,125.0100025,127.485,123.8324975,155034716
28/08/2020,AAPL,126.0124975,124.8075025,126.4424975,124.5775,187288160
31/08/2020,AAPL,127.58,129.03999,131,126,225554025
1/9/2020,AAPL,132.75999,134.17999,134.8,130.53,152742024
2/9/2020,AAPL,137.59,131.39999,137.98,127,200042069
3/9/2020,AAPL,126.91,120.88,128.84,120.5,257061551
4/9/2020,AAPL,120.07,120.96,123.7,110.89,331572938
8/9/2020,AAPL,113.95,112.82,118.99,112.68,230760176
9/9/2020,AAPL,117.26,117.32,119.14,115.26,176645422
10/9/2020,AAPL,120.36,113.49,120.5,112.5,181999025
11/9/2020,AAPL,114.57,112,115.23,110,180659530
14/09/2020,AAPL,114.72,115.355,115.93,112.8,139845699
15/09/2020,AAPL,118.33,115.54,118.829,113.61,184316212
16/09/2020,AAPL,115.23,112.13,116,112.04,154909387
17/09/2020,AAPL,109.72,110.34,112.2,108.71,177537942
18/09/2020,AAPL,110.4,106.84,110.88,106.09,286945799
21/09/2020,AAPL,104.54,110.08,110.19,103.1,195573445
22/09/2020,AAPL,112.68,111.81,112.86,109.16,182946738
23/09/2020,AAPL,111.62,107.12,112.11,106.77,150589442
24/09/2020,AAPL,105.17,108.22,110.25,105,167427193
25/09/2020,AAPL,108.43,112.28,112.44,107.67,149848521
28/09/2020,AAPL,115.01,114.96,115.32,112.78,137599239
29/09/2020,AAPL,114.55,114.09,115.31,113.57,100031912
30/09/2020,AAPL,113.79,115.81,117.26,113.62,142573119
1/10/2020,AAPL,117.64,116.79,117.72,115.83,116058577
2/10/2020,AAPL,112.89,113.02,115.37,112.22,144577195
5/10/2020,AAPL,113.91,116.5,116.65,113.55,106183097
6/10/2020,AAPL,115.7,113.16,116.12,112.25,161415506
7/10/2020,AAPL,114.62,115.08,115.55,114.13,96819022
8/10/2020,AAPL,116.25,114.97,116.4,114.5901,83419922
9/10/2020,AAPL,115.28,116.97,117,114.92,100478282
12/10/2020,AAPL,120.06,124.4,125.18,119.2845,240156702
13/10/2020,AAPL,125.27,121.1,125.39,119.65,262171031
14/10/2020,AAPL,121,121.19,123.03,119.62,150979103
15/10/2020,AAPL,118.72,120.71,121.2,118.15,112515577
16/10/2020,AAPL,121.28,119.02,121.548,118.81,115357841
19/10/2020,AAPL,119.96,115.98,120.419,115.66,120572523
20/10/2020,AAPL,116.2,117.51,118.98,115.63,124359954
21/10/2020,AAPL,116.67,116.87,118.705,116.45,89876210
22/10/2020,AAPL,117.45,115.75,118.04,114.59,101940212
23/10/2020,AAPL,116.39,115.04,116.55,114.28,82697840
26/10/2020,AAPL,114.01,115.05,116.55,112.88,111788864
27/10/2020,AAPL,115.49,116.6,117.28,114.5399,92236302
28/10/2020,AAPL,115.05,111.2,115.43,111.1,143853670
29/10/2020,AAPL,112.37,115.32,116.93,112.2,146025301
30/10/2020,AAPL,111.06,108.86,111.99,107.72,190345505
2/11/2020,AAPL,109.11,108.77,110.68,107.32,122778723
3/11/2020,AAPL,109.66,110.44,111.49,108.73,107553090
4/11/2020,AAPL,114.14,114.95,115.59,112.35,138138974
5/11/2020,AAPL,117.95,119.03,119.62,116.8686,126310647
6/11/2020,AAPL,118.32,118.69,119.2,116.13,114409778
9/11/2020,AAPL,120.5,116.32,121.99,116.05,154379369
10/11/2020,AAPL,115.55,115.97,117.59,114.13,135799280
11/11/2020,AAPL,117.19,119.49,119.63,116.44,112247789
12/11/2020,AAPL,119.62,119.21,120.53,118.57,103416642
13/11/2020,AAPL,119.44,119.26,119.6717,117.87,81647331
16/11/2020,AAPL,118.92,120.3,120.99,118.146,91110703
17/11/2020,AAPL,119.55,119.39,120.6741,118.96,74258839
18/11/2020,AAPL,118.61,118.03,119.82,118,76042019
19/11/2020,AAPL,117.59,118.64,119.06,116.81,74133445
20/11/2020,AAPL,118.64,117.34,118.77,117.29,73549402
23/11/2020,AAPL,117.18,113.85,117.6202,113.75,127821075
24/11/2020,AAPL,113.91,115.17,115.85,112.59,113784471
25/11/2020,AAPL,115.55,116.03,116.75,115.17,76418915
27/11/2020,AAPL,116.57,116.59,117.49,116.22,46657288
30/11/2020,AAPL,116.97,119.05,120.97,116.81,169242194
1/12/2020,AAPL,121.01,122.72,123.4693,120.01,127991618
2/12/2020,AAPL,122.02,123.08,123.37,120.89,88942532
3/12/2020,AAPL,123.52,122.94,123.78,122.21,78855661
4/12/2020,AAPL,122.6,122.25,122.8608,121.52,78131082
7/12/2020,AAPL,122.31,123.75,124.57,122.25,86661259
8/12/2020,AAPL,124.37,124.38,124.98,123.09,82138626
9/12/2020,AAPL,124.53,121.78,125.95,121,115185526
10/12/2020,AAPL,120.5,123.24,123.87,120.15,81255400
11/12/2020,AAPL,122.43,122.41,122.76,120.55,86803288
14/12/2020,AAPL,122.6,121.78,123.35,121.54,79203119
15/12/2020,AAPL,124.34,127.88,127.9,124.13,157265881
16/12/2020,AAPL,127.41,127.81,128.37,126.56,98119593
17/12/2020,AAPL,128.89999,128.7,129.58,128.045,94296037
18/12/2020,AAPL,128.96001,126.655,129.10001,126.12,192458161
21/12/2020,AAPL,125.02,128.23,128.31,123.449,121045980
22/12/2020,AAPL,131.61,131.88,134.405,129.64999,169237476
23/12/2020,AAPL,132.16,130.96001,132.42999,130.78,88169905
24/12/2020,AAPL,131.32001,131.97,133.46001,131.10001,54892884
28/12/2020,AAPL,133.99001,136.69,137.34,133.50999,124412013
29/12/2020,AAPL,138.05,134.87,138.789,134.3409,120941073
30/12/2020,AAPL,135.58,133.72,135.99001,133.39999,95485520
31/12/2020,AAPL,134.08,132.69,134.74001,131.72,99039105
4/1/2021,AAPL,133.52,129.41,133.6116,126.76,143186134
5/1/2021,AAPL,128.89,131.00999,131.74001,128.42999,97570488
6/1/2021,AAPL,127.72,126.6,131.0499,126.382,154976358
7/1/2021,AAPL,128.36,130.92,131.63,127.86,109524093
8/1/2021,AAPL,132.42999,132.05,132.63,130.23,105069120
11/1/2021,AAPL,129.19,128.98,130.17,128.5,100572235
12/1/2021,AAPL,128.5,128.8,129.69,126.86,91934932
13/01/2021,AAPL,128.75999,130.89,131.45,128.49001,88570905
14/01/2021,AAPL,130.8,128.91,131,128.75999,90068223
15/01/2021,AAPL,128.78,127.14,130.2242,127,113824189
19/01/2021,AAPL,127.78,127.83,128.71001,126.938,90721126
20/01/2021,AAPL,128.66,132.03,132.49001,128.55,104266089
21/01/2021,AAPL,133.8,136.87,139.67,133.59,120558946
22/01/2021,AAPL,136.28,139.07001,139.85001,135.02,114389452
25/01/2021,AAPL,143.07001,142.92,145.09,136.53999,157582465
26/01/2021,AAPL,143.60001,143.16,144.3,141.37,98344597
27/01/2021,AAPL,143.42999,142.06,144.3,140.41,142354672
28/01/2021,AAPL,139.52,137.09,141.99001,136.7,142513841
29/01/2021,AAPL,135.83,131.96001,136.74001,130.21001,177453210
1/2/2021,AAPL,133.75,134.14,135.38,130.92999,106188262
2/2/2021,AAPL,135.73,134.99001,136.31,134.61,83261091
3/2/2021,AAPL,135.75999,133.94,135.77,133.61,89846834
4/2/2021,AAPL,136.3,137.39,137.39999,134.59,84143094
5/2/2021,AAPL,137.35001,136.75999,137.42,135.86,75841114
8/2/2021,AAPL,136.03,136.91,136.96001,134.92,71251676
9/2/2021,AAPL,136.62,136.00999,137.877,135.85001,76741441
10/2/2021,AAPL,136.48,135.39,136.99001,134.39999,73006258
11/2/2021,AAPL,135.89999,135.13,136.39,133.77,64374429
12/2/2021,AAPL,134.35001,135.37,135.53,133.69209,60094459
16/02/2021,AAPL,135.49001,133.19,136.00999,132.78999,80509624
17/02/2021,AAPL,131.25,130.84,132.22,129.47,98053909
18/02/2021,AAPL,129.2,129.71001,129.995,127.41,97162779
19/02/2021,AAPL,130.24001,129.87,130.71001,128.8,87585271
22/02/2021,AAPL,128.00999,126,129.72,125.6,103812090
23/02/2021,AAPL,123.76,125.86,126.71,118.39,158135137
24/02/2021,AAPL,124.94,125.35,125.56,122.23,110976944
25/02/2021,AAPL,124.68,120.99,126.4585,120.54,148045165
26/02/2021,AAPL,122.59,121.26,124.85,121.2,164264783
1/3/2021,AAPL,123.75,127.79,127.93,122.79,116182712
2/3/2021,AAPL,128.41,125.12,128.72,125.01,102197605
3/3/2021,AAPL,124.81,122.06,125.71,121.84,112878055
4/3/2021,AAPL,121.75,120.13,123.6,118.62,178012291
5/3/2021,AAPL,120.98,121.42,121.935,117.57,153612894
8/3/2021,AAPL,120.93,116.36,121,116.21,154275852
9/3/2021,AAPL,119.03,121.085,122.06,118.79,129396599
10/3/2021,AAPL,121.69,119.98,122.17,119.45,111859318
11/3/2021,AAPL,122.54,121.96,123.21,121.26,102938841
12/3/2021,AAPL,120.4,121.03,121.17,119.16,88049545
15/03/2021,AAPL,121.41,123.99,124,120.42,92554930
16/03/2021,AAPL,125.7,125.57,127.22,124.715,115148387
17/03/2021,AAPL,124.05,124.76,125.8599,122.336,111850179
18/03/2021,AAPL,122.88,120.53,123.18,120.32,121360054
19/03/2021,AAPL,119.9,119.99,121.43,119.675,185471502
22/03/2021,AAPL,120.33,123.39,123.87,120.26,111853557
23/03/2021,AAPL,123.33,122.54,124.24,122.14,95406081
24/03/2021,AAPL,122.82,120.09,122.9,120.065,88498035
25/03/2021,AAPL,119.54,120.59,121.66,119,98796267
26/03/2021,AAPL,120.35,121.21,121.48,118.92,93985444
29/03/2021,AAPL,121.65,121.39,122.58,120.7299,80783396
30/03/2021,AAPL,120.11,119.9,120.4031,118.86,85639493
31/03/2021,AAPL,121.65,122.15,123.52,121.15,118233891
1/4/2021,AAPL,123.66,123,124.18,122.49,75009453
5/4/2021,AAPL,123.87,125.9,126.1601,123.07,88607585
6/4/2021,AAPL,126.5,126.21,127.13,125.65,80113038
7/4/2021,AAPL,125.83,127.9,127.92,125.14,83423902
8/4/2021,AAPL,128.95,130.36,130.39,128.52,88836712
9/4/2021,AAPL,129.8,132.995,133.03999,129.47,106616806
12/4/2021,AAPL,132.52,131.24001,132.85001,130.63,91379660
13/04/2021,AAPL,132.44,134.42999,134.66,131.92999,91200523
14/04/2021,AAPL,134.94,132.03,135,131.655,87172478
15/04/2021,AAPL,133.82001,134.5,135,133.64,89274299
16/04/2021,AAPL,134.3,134.16,134.67,133.28,84872857
19/04/2021,AAPL,133.50999,134.84,135.47,133.34,94233786
20/04/2021,AAPL,135.02,133.11,135.53,131.81,94749966
21/04/2021,AAPL,132.36,133.5,133.75,131.30009,68809932
22/04/2021,AAPL,133.03999,131.94,134.14999,131.41,84506870
23/04/2021,AAPL,132.16,134.32001,135.12,132.16,78761275
26/04/2021,AAPL,134.83,134.72,135.06,133.56,66862409
27/04/2021,AAPL,135.00999,134.39,135.41,134.11,65940835
28/04/2021,AAPL,134.31,133.58,135.02,133.08,107719664
29/04/2021,AAPL,136.47,133.48,137.07001,132.45,150986138
30/04/2021,AAPL,131.78,131.46001,133.56,131.065,109796210
3/5/2021,AAPL,132.03999,132.53999,134.07001,131.83,75091924
4/5/2021,AAPL,131.19,127.85,131.4899,126.7,137435341
5/5/2021,AAPL,129.2,128.10001,130.45,127.97,83940839
6/5/2021,AAPL,127.89,129.74001,129.75,127.13,78537744
7/5/2021,AAPL,130.85001,130.21001,131.25819,129.47501,79293895
10/5/2021,AAPL,129.41,126.85,129.53999,126.81,88012052
11/5/2021,AAPL,123.5,125.91,126.27,122.77,126018194
12/5/2021,AAPL,123.4,122.77,124.64,122.25,112102027
13/05/2021,AAPL,124.58,124.97,126.15,124.26,105797826
14/05/2021,AAPL,126.25,127.45,127.89,125.85,81863139
17/05/2021,AAPL,126.82,126.27,126.93,125.17,74211768
18/05/2021,AAPL,126.56,124.85,126.99,124.78,63296379
19/05/2021,AAPL,123.16,124.69,124.915,122.86,92520046
20/05/2021,AAPL,125.23,127.31,127.72,125.1,76812687
21/05/2021,AAPL,127.82,125.43,128,125.21,79269170
24/05/2021,AAPL,126.01,127.1,127.94,125.94,63077553
