"date","ticker","open","close","high","low","vol","newssentiment","newsmentions","twtrmentions","twtrsentiment","wsbsentiment","wsbmentions","retailvol","instvol","retailperc","newssentimentlag1","newsmentionslag1","twtrmentionslag1","twtrsentimentlag1","wsbsentimentlag1","wsbmentionslag1","newssentimentlag2","newsmentionslag2","twtrmentionslag2","twtrsentimentlag2","wsbsentimentlag2","wsbmentionslag2","newssentimentlag4","newsmentionslag4","twtrmentionslag4","twtrsentimentlag4","wsbsentimentlag4","wsbmentionslag4","twtrmentions5MA","wsbmentions5MA","newsmentions5MA","twtrmentions10MA","wsbmentions10MA","newsmentions10MA","target"
2021-08-05,"FB",359.64001,362.97,363.89999,356.89999,10199627,54.6666666666667,9,841,0.197384066587396,0.113792308,1,4002473,6244734,0.390591602179989,62,10,1001,0.234765234765235,0.13626,1,62,7,680,0.183823529411765,0.011822581,1,62,10,1001,0.234765234765235,0.13626,1,735.2,1,7.8,708.1,1,6.6,3692156
2021-08-06,"FB",361.39999,363.51001,365.14999,361.39499,8896938,31.7142857142857,7,613,0.272430668841762,-0.1032,1,3692156,5232861,0.413686158805076,54.6666666666667,9,841,0.197384066587396,0.113792308,1,54.6666666666667,10,1001,0.234765234765235,0.13626,1,54.6666666666667,9,841,0.197384066587396,0.113792308,1,706,1,7,682.4,1,6.4,2790469
2021-08-09,"FB",363.76199,361.60999,365.77499,360.75,7761480,48.5,6,541,0.207024029574861,-0.02308,1,2790469,5008403,0.357804179886527,31.7142857142857,7,613,0.272430668841762,-0.1032,1,31.7142857142857,9,841,0.197384066587396,0.113792308,1,31.7142857142857,7,613,0.272430668841762,-0.1032,1,608.8,1,6.6,690.7,1,6.4,2643684
2021-08-10,"FB",361.82501,361.13,364.10001,359.04349,7448729,50,3,534,0.151685393258427,0.190775,1,2643684,4826194,0.353912607408046,48.5,6,541,0.207024029574861,-0.02308,1,48.5,7,613,0.272430668841762,-0.1032,1,48.5,6,541,0.207024029574861,-0.02308,1,562.8,1,6,689.9,1,6,3419828
2021-08-11,"FB",362.10001,359.95999,362.35999,357.81,8384360,48,8,515,0.157281553398058,-0.135575,1,3419828,4980504,0.407106290560897,50,3,534,0.151685393258427,0.190775,1,50,6,541,0.207024029574861,-0.02308,1,50,3,534,0.151685393258427,0.190775,1,597.4,1,5.2,658,1,6.1,2512137
2021-08-12,"FB",358.45001,362.64999,363,357.10999,7150982,55.3333333333333,6,611,0.103109656301146,0.195566667,1,2512137,4663069,0.350113571652159,48,8,515,0.157281553398058,-0.135575,1,48,3,534,0.151685393258427,0.190775,1,48,8,515,0.157281553398058,-0.135575,1,646.2,1,5,676.7,1,6.5,2725432
2021-08-13,"FB",362.97,363.17999,364.66071,361.48001,7764810,50,3,786,0.248091603053435,-0.036014286,1,2725432,4470292,0.378757161892257,55.3333333333333,6,611,0.103109656301146,0.195566667,1,55.3333333333333,8,515,0.157281553398058,-0.135575,1,55.3333333333333,6,611,0.103109656301146,0.195566667,1,673.8,1,5,687.7,1,6.3,4333355
2021-08-16,"FB",362.51999,366.56,366.95001,357.38,11199694,46,5,785,0.365605095541401,0.00515,1,4333355,6898914,0.385795158573927,50,3,786,0.248091603053435,-0.036014286,1,50,6,611,0.103109656301146,0.195566667,1,50,3,786,0.248091603053435,-0.036014286,1,707.2,1,5.6,702.5,1,6.1,4600597
2021-08-17,"FB",362.98001,358.45001,364.67001,355.07001,12283641,50,3,672,0.157738095238095,-0.0751625,1,4600597,7728140,0.373160446199801,46,5,785,0.365605095541401,0.00515,1,46,3,786,0.248091603053435,-0.036014286,1,46,5,785,0.365605095541401,0.00515,1,790.6,1,7,724.6,1,6.3,4255208
2021-08-18,"FB",356.25,355.45001,359.85999,355.14999,10013883,55.0909090909091,11,682,0.187683284457478,-0.2848,1,4255208,5787173,0.423725011030751,50,3,672,0.157738095238095,-0.0751625,1,50,5,785,0.365605095541401,0.00515,1,50,3,672,0.157738095238095,-0.0751625,1,778,1,7.4,744.9,1,5.9,4416307
2021-08-19,"FB",351.345,355.12,357.57001,351,11888694,41.2307692307692,13,1028,0.0223735408560311,-0.006129167,1,4416307,7588228,0.36788655287356,55.0909090909091,11,682,0.187683284457478,-0.2848,1,55.0909090909091,3,672,0.157738095238095,-0.0751625,1,55.0909090909091,11,682,0.187683284457478,-0.2848,1,758.8,1,7.2,733.5,1,5.9,2958948
2021-08-20,"FB",354.60001,359.37,359.98981,353.31,8673227,46,5,723,0.186721991701245,0.207073333,1,2958948,5738719,0.340200193914069,41.2307692307692,13,1028,0.0223735408560311,-0.006129167,1,41.2307692307692,11,682,0.187683284457478,-0.2848,1,41.2307692307692,13,1028,0.0223735408560311,-0.006129167,1,775.4,1,7.6,713.6,1,6,4161433
2021-08-23,"FB",359.44,363.35001,365.69,359.10001,10906700,41.75,4,689,0.235123367198839,0.023528571,1,4161433,6780574,0.380317157537918,46,5,723,0.186721991701245,0.207073333,1,46,13,1028,0.0223735408560311,-0.006129167,1,46,5,723,0.186721991701245,0.207073333,1,782.6,1,6.2,751.2,1,6,3792604
2019-01-08,"AAPL",37.39,37.6875,37.9550025,37.13,164104248,39.5,2,1275,0.244705882352941,-0.00395625,1,67057260,97043996,0.408633435444272,50,0,1220,0.229508196721311,-0.013648649,1,50,11,2090,0.0483253588516746,0.115702703,1,50,0,1220,0.229508196721311,-0.013648649,1,1418,1,3.4,1873.2,1,17.1,77278524
2019-01-09,"AAPL",37.8224975,38.3275,38.6325,37.4075,180395524,15.3333333333333,3,1538,0.224967490247074,-0.047646429,1,77278524,103117800,0.428381922017435,39.5,2,1275,0.244705882352941,-0.00395625,1,39.5,0,1220,0.229508196721311,-0.013648649,1,39.5,2,1275,0.244705882352941,-0.00395625,1,1188.4,1,2.2,1664.8,1,12.4,58010456
2019-01-10,"AAPL",38.125,38.45,38.4925,37.715,143113100,40,1,967,0.316442605997932,0.188309091,1,58010456,85112224,0.405319799768981,15.3333333333333,3,1538,0.224967490247074,-0.047646429,1,15.3333333333333,2,1275,0.244705882352941,-0.00395625,1,15.3333333333333,3,1538,0.224967490247074,-0.047646429,1,1110,1,3.2,1185.1,1,4.1,44361732
2019-01-11,"AAPL",38.22,38.0724975,38.425,37.8774975,108068816,64,5,942,0.214437367303609,-0.103665517,1,44361732,63731232,0.410403511555109,40,1,967,0.316442605997932,0.188309091,1,40,3,1538,0.224967490247074,-0.047646429,1,40,1,967,0.316442605997932,0.188309091,1,1056.8,1,4.4,1077.2,1,3.4,49284188
2019-01-14,"AAPL",37.7125025,37.5,37.8175,37.305,129875508,43.6,5,828,0.22463768115942,0.026138235,1,49284188,80472556,0.379819857378665,64,5,942,0.214437367303609,-0.103665517,1,64,1,967,0.316442605997932,0.188309091,1,64,5,942,0.214437367303609,-0.103665517,1,944.2,1,4,1052.3,1,3.5,49803892
2019-01-15,"AAPL",37.5675,38.2675025,38.3475,37.5125,114830496,57.625,8,1009,0.297324083250743,0.069993333,1,49803892,65037404,0.433675809440534,43.6,5,828,0.22463768115942,0.026138235,1,43.6,5,942,0.214437367303609,-0.103665517,1,43.6,5,828,0.22463768115942,0.026138235,1,952.2,1,4.8,1008.9,1,3.3,49911032
2019-01-16,"AAPL",38.27,38.735,38.97,38.25,124154024,54,1,975,0.236923076923077,-0.134266667,1,49911032,72367792,0.408173961502934,57.625,8,1009,0.297324083250743,0.069993333,1,57.625,5,828,0.22463768115942,0.026138235,1,57.625,8,1009,0.297324083250743,0.069993333,1,966,1,4.6,956.9,1,3.5,49126520
2019-01-17,"AAPL",38.55,38.965,39.415,38.3149975,119280784,65.8,5,1007,0.221449851042701,0.175833333,1,49126520,70158120,0.411842798871674,54,1,975,0.236923076923077,-0.134266667,1,54,8,1009,0.297324083250743,0.069993333,1,54,1,975,0.236923076923077,-0.134266667,1,994.6,1,3.8,953,1,3.7,51194996
2019-01-18,"AAPL",39.375,39.2050025,39.47,38.9951525,134989592,69,4,1011,0.239366963402572,0.226561111,1,51194996,83809096,0.379210698294982,65.8,5,1007,0.221449851042701,0.175833333,1,65.8,1,975,0.236923076923077,-0.134266667,1,65.8,5,1007,0.221449851042701,0.175833333,1,961,1,2.2,974.3,1,3.6,44141888
2019-01-22,"AAPL",39.1025,38.325,39.1825,38.155,121563344,40,1,971,0.268795056642636,0.062383333,1,44141888,77433992,0.363080966389057,69,4,1011,0.239366963402572,0.226561111,1,69,5,1007,0.221449851042701,0.175833333,1,69,4,1011,0.239366963402572,0.226561111,1,969.6,1,3,1250.7,1,7.5,32438924
2019-01-23,"AAPL",38.5374975,38.48,38.785,37.925,92515080,50,0,841,0.262782401902497,0.19614,1,32438924,60083356,0.350606621453773,40,1,971,0.268795056642636,0.062383333,1,40,4,1011,0.239366963402572,0.226561111,1,40,1,971,0.268795056642636,0.062383333,1,953.8,1,2.6,1407.2,1,10.4,37664120
2019-01-24,"AAPL",38.5275,38.175,38.62,37.9350025,101759876,41.2,5,1018,0.210216110019646,-0.090381818,1,37664120,64102076,0.370104430355243,50,0,841,0.262782401902497,0.19614,1,50,1,971,0.268795056642636,0.062383333,1,50,0,841,0.262782401902497,0.19614,1,982.6,1,2.6,1432.3,1,10.9,53098508
2019-01-25,"AAPL",38.87,39.4399975,39.5325,38.5800025,134174772,63,3,928,0.25,0.091591667,1,53098508,81093064,0.395691824818924,41.2,5,1018,0.210216110019646,-0.090381818,1,41.2,0,841,0.262782401902497,0.19614,1,41.2,5,1018,0.210216110019646,-0.090381818,1,1506.8,1,11.2,1418,1,11.1,42302132
2019-01-28,"AAPL",38.9474975,39.075,39.0825,38.415,104759032,52.75,4,1155,0.183549783549784,-0.096604546,1,42302132,62466100,0.40376869202107,63,3,928,0.25,0.091591667,1,63,5,1018,0.210216110019646,-0.090381818,1,63,3,928,0.25,0.091591667,1,1853.4,1,18.6,1418.3,1,11,67800000
2019-01-29,"AAPL",39.0625,38.6699975,39.5325,38.5275,166329356,50.7272727272727,44,3592,0.210746102449889,-0.022763158,1,67800000,98548956,0.407576949265615,52.75,4,1155,0.183549783549784,-0.096604546,1,52.75,3,928,0.25,0.091591667,1,52.75,4,1155,0.183549783549784,-0.096604546,1,1895,1,18.8,1443.7,1,13.1,101232812
2019-01-30,"AAPL",40.8125,41.3125,41.5374975,40.0575,244443068,47.2432432432432,37,2574,0.233100233100233,0.155865957,1,101232812,143206308,0.414143251702101,50.7272727272727,44,3592,0.210746102449889,-0.022763158,1,50.7272727272727,4,1155,0.183549783549784,-0.096604546,1,50.7272727272727,44,3592,0.210746102449889,-0.022763158,1,1882.2,1,19.6,1453.2,1,13.8,62665596
2019-01-31,"AAPL",41.5275,41.61,42.25,41.14,162943400,27.3333333333333,6,1226,0.302610114192496,0.049941667,1,62665596,100293000,0.38454918941496,47.2432432432432,37,2574,0.233100233100233,0.155865957,1,47.2432432432432,44,3592,0.210746102449889,-0.022763158,1,47.2432432432432,37,2574,0.233100233100233,0.155865957,1,1854,1,19.4,1434.8,1,13.3,51220712
2019-02-01,"AAPL",41.7400025,41.63,42.245,41.4824975,130715352,50,7,864,0.289351851851852,-0.094218182,1,51220712,79451840,0.391977589907328,27.3333333333333,6,1226,0.302610114192496,0.049941667,1,27.3333333333333,37,2574,0.233100233100233,0.155865957,1,27.3333333333333,6,1226,0.302610114192496,0.049941667,1,1380.6,1,15,1417.7,1,13.1,55102564
