"","date","ticker","otcvol","otcshortvol"
"725",2019-07-12,"NFLX",2549822,1241065
"728",2019-07-15,"AAPL",22639408,6219552
"729",2019-07-15,"AMZN",1126333,361590
"730",2019-07-15,"FB",6959162,2253577
"731",2019-07-15,"GOOGL",265008,158481
"732",2019-07-15,"NFLX",3324363,1875246
"733",2019-07-16,"AAPL",22832868,6223844
"734",2019-07-16,"AMZN",1107837,379129
"735",2019-07-16,"FB",4842928,1370922
"736",2019-07-16,"GOOGL",340187,163394
"737",2019-07-16,"NFLX",2529250,1000035
"738",2019-07-17,"AAPL",9950180,2744868
"739",2019-07-17,"AMZN",617451,261839
"740",2019-07-17,"FB",3042200,800741
"741",2019-07-17,"GOOGL",231778,127364
"742",2019-07-17,"NFLX",2816437,1092853
"743",2019-07-18,"AAPL",24503924,7417908
"744",2019-07-18,"AMZN",1433214,682937
"745",2019-07-18,"FB",4378538,1468274
"746",2019-07-18,"GOOGL",307403,130673
"747",2019-07-18,"NFLX",11885397,5158352
"748",2019-07-19,"AAPL",23709128,8434656
"749",2019-07-19,"AMZN",1019601,603418
"750",2019-07-19,"FB",3634868,1258096
"751",2019-07-19,"GOOGL",265315,113516
"752",2019-07-19,"NFLX",6432167,2661981
"755",2019-07-22,"AAPL",28733444,13529608
"756",2019-07-22,"AMZN",1187658,668355
"757",2019-07-22,"FB",5610146,2272584
"758",2019-07-22,"GOOGL",350018,144955
"759",2019-07-22,"NFLX",8290749,2802798
"760",2019-07-23,"AAPL",24007140,12848952
"761",2019-07-23,"AMZN",1099462,596674
"762",2019-07-23,"FB",5784026,2023094
"763",2019-07-23,"GOOGL",301696,145620
"764",2019-07-23,"NFLX",4378995,1645391
"765",2019-07-24,"AAPL",21015360,10159708
"766",2019-07-24,"AMZN",1047654,523010
"767",2019-07-24,"FB",10604532,4106152
"768",2019-07-24,"GOOGL",355610,136023
"769",2019-07-24,"NFLX",5406411,2126497
"770",2019-07-25,"AAPL",16463348,7759152
"771",2019-07-25,"AMZN",1252738,702673
"772",2019-07-25,"FB",17486036,8871713
"773",2019-07-25,"GOOGL",611059,324544
"774",2019-07-25,"NFLX",4532686,1891182
"775",2019-07-26,"AAPL",22271428,9722848
"776",2019-07-26,"AMZN",1888604,1012877
"777",2019-07-26,"FB",9454395,4155932
"778",2019-07-26,"GOOGL",1544348,746103
"779",2019-07-26,"NFLX",4474098,1880942
"782",2019-07-29,"AAPL",31164504,8968752
"783",2019-07-29,"AMZN",1744985,909954
"784",2019-07-29,"FB",6284187,1611461
"785",2019-07-29,"GOOGL",576824,243992
"786",2019-07-29,"NFLX",2795162,900931
"787",2019-07-30,"AAPL",27473032,11712460
"788",2019-07-30,"AMZN",620917,322711
"789",2019-07-30,"FB",2816493,1032176
"790",2019-07-30,"GOOGL",282927,98444
"791",2019-07-30,"NFLX",1605190,692267
"792",2019-07-31,"AAPL",109244088,52079076
"793",2019-07-31,"AMZN",1596773,924803
"794",2019-07-31,"FB",5207704,1855559
"795",2019-07-31,"GOOGL",464624,195221
"796",2019-07-31,"NFLX",2786436,1234556
"797",2019-08-01,"AAPL",90166852,28136804
"798",2019-08-01,"AMZN",1753431,1019219
"799",2019-08-01,"FB",6736747,2642139
"800",2019-08-01,"GOOGL",492799,249900
"801",2019-08-01,"NFLX",2612172,1049301
"802",2019-08-02,"AAPL",55707304,17323488
"803",2019-08-02,"AMZN",1798559,1008852
"804",2019-08-02,"FB",5581852,1833015
"805",2019-08-02,"GOOGL",474001,213350
"806",2019-08-02,"NFLX",2146007,995688
"809",2019-08-05,"AAPL",72999964,21836916
"810",2019-08-05,"AMZN",2266718,1205141
"811",2019-08-05,"FB",8197601,2196100
"812",2019-08-05,"GOOGL",663350,317222
"813",2019-08-05,"NFLX",3320976,1318716
"814",2019-08-06,"AAPL",52134824,19291120
"815",2019-08-06,"AMZN",1970820,1137063
"816",2019-08-06,"FB",6150528,2357977
"817",2019-08-06,"GOOGL",473973,251018
"818",2019-08-06,"NFLX",2238515,877824
"819",2019-08-07,"AAPL",42699624,19477988
"820",2019-08-07,"AMZN",1684545,967615
"821",2019-08-07,"FB",4886931,2105474
"822",2019-08-07,"GOOGL",355067,190723
"823",2019-08-07,"NFLX",3903774,1289184
"824",2019-08-08,"AAPL",31518440,14105268
"825",2019-08-08,"AMZN",1312763,731599
"826",2019-08-08,"FB",4722782,2030865
"827",2019-08-08,"GOOGL",331893,146199
"828",2019-08-08,"NFLX",2376156,849900
"829",2019-08-09,"AAPL",29265732,11649072
"830",2019-08-09,"AMZN",1032825,588467
"831",2019-08-09,"FB",3397612,1244857
"832",2019-08-09,"GOOGL",259643,112878
"833",2019-08-09,"NFLX",2461164,921025
"836",2019-08-12,"AAPL",34194168,13183940
"837",2019-08-12,"AMZN",1118930,619557
"838",2019-08-12,"FB",3724718,1259257
"839",2019-08-12,"GOOGL",302605,149144
"840",2019-08-12,"NFLX",2684293,1079803
"841",2019-08-13,"AAPL",75413288,26395840
"842",2019-08-13,"AMZN",1524498,861782
"843",2019-08-13,"FB",4721629,1572094
"844",2019-08-13,"GOOGL",355251,163866
"845",2019-08-13,"NFLX",2205912,751319
"846",2019-08-14,"AAPL",52842092,21119224
"847",2019-08-14,"AMZN",1786493,1059389
"848",2019-08-14,"FB",7633936,2325373
"849",2019-08-14,"GOOGL",547973,205482
"850",2019-08-14,"NFLX",2954560,1222959
"851",2019-08-15,"AAPL",39235140,16066724
"852",2019-08-15,"AMZN",1397103,778664
"853",2019-08-15,"FB",4508721,1694448
"854",2019-08-15,"GOOGL",361434,150458
"855",2019-08-15,"NFLX",4188693,1484437
"856",2019-08-16,"AAPL",37091620,14715496
"857",2019-08-16,"AMZN",1006618,551617
"858",2019-08-16,"FB",4404364,1585077
"859",2019-08-16,"GOOGL",255459,120263
"860",2019-08-16,"NFLX",2712216,1122177
"863",2019-08-19,"AAPL",36622464,11916636
"864",2019-08-19,"AMZN",1060752,504014
"865",2019-08-19,"FB",3788769,1294005
"866",2019-08-19,"GOOGL",368655,200280
"867",2019-08-19,"NFLX",1915915,622433
"868",2019-08-20,"AAPL",22460404,8050596
"869",2019-08-20,"AMZN",375775,182205
"870",2019-08-20,"FB",2369490,1069783
"871",2019-08-20,"GOOGL",178719,103201
"872",2019-08-20,"NFLX",1962829,908100
"873",2019-08-21,"AAPL",33570776,11755096
"874",2019-08-21,"AMZN",796455,423816
"875",2019-08-21,"FB",3361969,1131993
"876",2019-08-21,"GOOGL",203393,95039
"877",2019-08-21,"NFLX",2570326,991458
"878",2019-08-22,"AAPL",30760296,12763476
"879",2019-08-22,"AMZN",914582,525918
"880",2019-08-22,"FB",4201042,1583041
"881",2019-08-22,"GOOGL",230699,108329
"882",2019-08-22,"NFLX",2269123,848636
"883",2019-08-23,"AAPL",66232136,25401008
"884",2019-08-23,"AMZN",1743104,1003674
"885",2019-08-23,"FB",5201121,1836240
"886",2019-08-23,"GOOGL",427276,236745
"887",2019-08-23,"NFLX",2521736,1015454
"890",2019-08-26,"AAPL",41520916,15958652
"891",2019-08-26,"AMZN",1066452,525036
"892",2019-08-26,"FB",2565226,844000
"893",2019-08-26,"GOOGL",256292,102920
"894",2019-08-26,"NFLX",1970081,687700
"895",2019-08-27,"AAPL",33549264,12865584
"896",2019-08-27,"AMZN",1100421,558431
"897",2019-08-27,"FB",4646666,1767128
"898",2019-08-27,"GOOGL",257541,110346
"899",2019-08-27,"NFLX",2459822,857667
"900",2019-08-28,"AAPL",21386384,8910928
"901",2019-08-28,"AMZN",804722,418646
"902",2019-08-28,"FB",2840558,946185
"903",2019-08-28,"GOOGL",161965,63264
"904",2019-08-28,"NFLX",1565319,532975
"905",2019-08-29,"AAPL",19109668,6766164
"906",2019-08-29,"AMZN",665985,312861
"907",2019-08-29,"FB",2765308,945823
"908",2019-08-29,"GOOGL",223423,85828
"909",2019-08-29,"NFLX",1040939,411456
"910",2019-08-30,"AAPL",25027548,8679696
"911",2019-08-30,"AMZN",973403,505981
"912",2019-08-30,"FB",3119005,1294534
"913",2019-08-30,"GOOGL",170032,86570
"914",2019-08-30,"NFLX",1606731,688194
"918",2019-09-03,"AAPL",28919712,11690072
"919",2019-09-03,"AMZN",1185914,636450
"920",2019-09-03,"FB",2861467,1112343
"921",2019-09-03,"GOOGL",439421,135361
"922",2019-09-03,"NFLX",1313858,573880
"923",2019-09-04,"AAPL",24869904,9780552
"924",2019-09-04,"AMZN",811800,379599
"925",2019-09-04,"FB",3348811,1172062
"926",2019-09-04,"GOOGL",265142,80746
"927",2019-09-04,"NFLX",1975940,917835
"928",2019-09-05,"AAPL",31565128,12544344
"929",2019-09-05,"AMZN",1051566,542553
"930",2019-09-05,"FB",4388238,1585626
"931",2019-09-05,"GOOGL",309441,80401
"932",2019-09-05,"NFLX",4001714,1820687
"933",2019-09-06,"AAPL",22495416,8891880
"934",2019-09-06,"AMZN",805315,419876
"935",2019-09-06,"FB",5621217,2023711
"936",2019-09-06,"GOOGL",256408,77076
"937",2019-09-06,"NFLX",1941668,742405
"940",2019-09-09,"AAPL",34921420,14903988
"941",2019-09-09,"AMZN",1025974,557987
"942",2019-09-09,"FB",4436601,1600639
"943",2019-09-09,"GOOGL",464010,145589
"944",2019-09-09,"NFLX",3037784,1233733
"945",2019-09-10,"AAPL",46855164,21395360
"946",2019-09-10,"AMZN",844182,435076
"947",2019-09-10,"FB",4340271,1344350
"948",2019-09-10,"GOOGL",407987,142094
"949",2019-09-10,"NFLX",5165087,2478506
"950",2019-09-11,"AAPL",64189292,29595212
"951",2019-09-11,"AMZN",776238,400063
"952",2019-09-11,"FB",3616361,1053369
"953",2019-09-11,"GOOGL",332162,92546
"954",2019-09-11,"NFLX",2976244,1410833
"955",2019-09-12,"AAPL",47216664,24705780
"956",2019-09-12,"AMZN",922658,456427
"957",2019-09-12,"FB",4076774,1433057
"958",2019-09-12,"GOOGL",457980,188677
"959",2019-09-12,"NFLX",2060473,890155
"960",2019-09-13,"AAPL",63968144,32580328
"961",2019-09-13,"AMZN",595388,305833
"962",2019-09-13,"FB",3817375,1253028
"963",2019-09-13,"GOOGL",241625,114708
"964",2019-09-13,"NFLX",2599583,1176909
"967",2019-09-16,"AAPL",32241160,18037580
"968",2019-09-16,"AMZN",1077201,593575
"969",2019-09-16,"FB",2662778,1057367
"970",2019-09-16,"GOOGL",242616,56829
"971",2019-09-16,"NFLX",2307412,987315
"972",2019-09-17,"AAPL",28953432,18421796
"973",2019-09-17,"AMZN",651301,324801
"974",2019-09-17,"FB",3826012,1244478
"975",2019-09-17,"GOOGL",229629,68245
"976",2019-09-17,"NFLX",1939392,828821
"977",2019-09-18,"AAPL",37364736,23114392
"978",2019-09-18,"AMZN",879705,474436
"979",2019-09-18,"FB",3728412,1179142
"980",2019-09-18,"GOOGL",193564,74496
"981",2019-09-18,"NFLX",3038038,1244500
"982",2019-09-19,"AAPL",31543640,17309596
"983",2019-09-19,"AMZN",668069,308278
"984",2019-09-19,"FB",4047832,1381752
"985",2019-09-19,"GOOGL",237607,65088
"986",2019-09-19,"NFLX",3325299,1250991
"987",2019-09-20,"AAPL",36277620,20910084
"988",2019-09-20,"AMZN",1318503,727449
"989",2019-09-20,"FB",4737496,1666235
"990",2019-09-20,"GOOGL",281709,79573
"991",2019-09-20,"NFLX",9290523,2949879
"994",2019-09-23,"AAPL",26434568,11481984
"995",2019-09-23,"AMZN",1065618,573953
"996",2019-09-23,"FB",4572234,1887310
"997",2019-09-23,"GOOGL",221104,82374
"998",2019-09-23,"NFLX",6121032,2214568
"999",2019-09-24,"AAPL",44463136,17773452
"1000",2019-09-24,"AMZN",1754927,968917
"1001",2019-09-24,"FB",5769514,1930123
"1002",2019-09-24,"GOOGL",421762,132361
"1003",2019-09-24,"NFLX",7542967,2003591
"1004",2019-09-25,"AAPL",28360600,11204084
"1005",2019-09-25,"AMZN",1328575,682085
"1006",2019-09-25,"FB",6472434,2189145
"1007",2019-09-25,"GOOGL",327941,141784
"1008",2019-09-25,"NFLX",4838288,1792142
"1009",2019-09-26,"AAPL",24133956,8361648
"1010",2019-09-26,"AMZN",1234233,648503
"1011",2019-09-26,"FB",6141902,1881862
"1012",2019-09-26,"GOOGL",253223,101992
"1013",2019-09-26,"NFLX",3462544,1516920
"1014",2019-09-27,"AAPL",17856112,8096984
"1015",2019-09-27,"AMZN",906444,485988
"1016",2019-09-27,"FB",3288430,1051282
"1017",2019-09-27,"GOOGL",505506,120640
"1018",2019-09-27,"NFLX",1784172,740092
"1021",2019-09-30,"AAPL",36378428,15014820
"1022",2019-09-30,"AMZN",972090,434462
"1023",2019-09-30,"FB",3097721,1141015
"1024",2019-09-30,"GOOGL",283565,81046
"1025",2019-09-30,"NFLX",1846829,641742
"1026",2019-10-01,"AAPL",54347020,22453300
"1027",2019-10-01,"AMZN",1110901,471702
"1028",2019-10-01,"FB",7111911,1608582
"1029",2019-10-01,"GOOGL",370407,98584
"1030",2019-10-01,"NFLX",3267944,1355643
"1031",2019-10-02,"AAPL",51254748,19011768
"1032",2019-10-02,"AMZN",1135340,600266
"1033",2019-10-02,"FB",5315883,1709678
"1034",2019-10-02,"GOOGL",436570,138146
"1035",2019-10-02,"NFLX",2616388,1185661
"1036",2019-10-03,"AAPL",44123576,17734980
"1037",2019-10-03,"AMZN",1407271,756870
"1038",2019-10-03,"FB",6055564,2165827
"1039",2019-10-03,"GOOGL",346834,123246
"1040",2019-10-03,"NFLX",3528734,1443970
"1041",2019-10-04,"AAPL",52290788,21935760
"1042",2019-10-04,"AMZN",782210,440998
"1043",2019-10-04,"FB",3586880,1431046
"1044",2019-10-04,"GOOGL",259637,121436
"1045",2019-10-04,"NFLX",3809252,1724293
"1048",2019-10-07,"AAPL",28755392,11914724
"1049",2019-10-07,"AMZN",458369,216599
"1050",2019-10-07,"FB",2196614,693510
"1051",2019-10-07,"GOOGL",171902,76502
"1052",2019-10-07,"NFLX",1517625,666166
"1053",2019-10-08,"AAPL",40439328,17009424
"1054",2019-10-08,"AMZN",902328,486275
"1055",2019-10-08,"FB",2879349,1070606
"1056",2019-10-08,"GOOGL",234321,99385
"1057",2019-10-08,"NFLX",1907832,759685
"1058",2019-10-09,"AAPL",27592592,11568868
"1059",2019-10-09,"AMZN",669645,348950
"1060",2019-10-09,"FB",2452676,961520
"1061",2019-10-09,"GOOGL",180450,57116
"1062",2019-10-09,"NFLX",2556383,1204096
"1063",2019-10-10,"AAPL",40791548,16576524
"1064",2019-10-10,"AMZN",922531,425652
"1065",2019-10-10,"FB",2821860,886703
"1066",2019-10-10,"GOOGL",161127,53529
"1067",2019-10-10,"NFLX",4026727,2055565
"1068",2019-10-11,"AAPL",69170312,29915824
"1069",2019-10-11,"AMZN",1095221,446939
"1070",2019-10-11,"FB",4903295,1765301
"1071",2019-10-11,"GOOGL",230361,78688
"1072",2019-10-11,"NFLX",3257675,1456296
"1075",2019-10-14,"AAPL",44910884,22496724
"1076",2019-10-14,"AMZN",753294,301386
"1077",2019-10-14,"FB",2380215,913355
"1078",2019-10-14,"GOOGL",143150,35766
"1079",2019-10-14,"NFLX",2378387,1003191
"1080",2019-10-15,"AAPL",29797916,17018600
"1081",2019-10-15,"AMZN",1254829,632355
"1082",2019-10-15,"FB",6213930,2230656
"1083",2019-10-15,"GOOGL",283317,97666
"1084",2019-10-15,"NFLX",2826828,1162201
"1085",2019-10-16,"AAPL",26639620,12840772
"1086",2019-10-16,"AMZN",1031943,518237
"1087",2019-10-16,"FB",3639573,1212167
"1088",2019-10-16,"GOOGL",309368,72931
"1089",2019-10-16,"NFLX",5285700,2149170
"1090",2019-10-17,"AAPL",26945592,14629748
"1091",2019-10-17,"AMZN",935625,474656
"1092",2019-10-17,"FB",3376974,1336777
"1093",2019-10-17,"GOOGL",321630,114570
"1094",2019-10-17,"NFLX",16549345,8954565
"1095",2019-10-18,"AAPL",27793632,16148464
"1096",2019-10-18,"AMZN",1206348,657744
"1097",2019-10-18,"FB",5271252,1976385
"1098",2019-10-18,"GOOGL",301267,107921
"1099",2019-10-18,"NFLX",9900795,5382732
"1102",2019-10-21,"AAPL",33865816,19875916
"1103",2019-10-21,"AMZN",879625,402451
"1104",2019-10-21,"FB",3195898,1449963
"1105",2019-10-21,"GOOGL",223313,54725
"1106",2019-10-21,"NFLX",5841977,3493192
"1107",2019-10-22,"AAPL",33025700,19234812
"1108",2019-10-22,"AMZN",790677,402899
"1109",2019-10-22,"FB",7928118,4075830
"1110",2019-10-22,"GOOGL",346216,105643
"1111",2019-10-22,"NFLX",5025692,2719494
"1112",2019-10-23,"AAPL",29805200,17571260
"1113",2019-10-23,"AMZN",847007,407876
"1114",2019-10-23,"FB",5364654,2949158
"1115",2019-10-23,"GOOGL",308263,110724
"1116",2019-10-23,"NFLX",2763254,1810278
"1117",2019-10-24,"AAPL",28590484,16091512
"1118",2019-10-24,"AMZN",1415012,719771
"1119",2019-10-24,"FB",4590091,2364987
"1120",2019-10-24,"GOOGL",272774,82570
"1121",2019-10-24,"NFLX",1853236,1055729
"1122",2019-10-25,"AAPL",27881976,16489516
"1123",2019-10-25,"AMZN",3879916,2417206
"1124",2019-10-25,"FB",3042252,1614485
"1125",2019-10-25,"GOOGL",367752,138254
"1126",2019-10-25,"NFLX",1654379,997159
"1129",2019-10-28,"AAPL",40412168,23157064
"1130",2019-10-28,"AMZN",1528161,799095
"1131",2019-10-28,"FB",5585652,3024555
"1132",2019-10-28,"GOOGL",966666,300666
"1133",2019-10-28,"NFLX",2742910,1667758
"1134",2019-10-29,"AAPL",63269256,34639368
"1135",2019-10-29,"AMZN",862549,463396
"1136",2019-10-29,"FB",5645144,3129795
"1137",2019-10-29,"GOOGL",809044,346383
"1138",2019-10-29,"NFLX",1668708,1007013
"1139",2019-10-30,"AAPL",46216404,24721020
"1140",2019-10-30,"AMZN",894415,468947
"1141",2019-10-30,"FB",8881451,4401781
"1142",2019-10-30,"GOOGL",389843,150509
"1143",2019-10-30,"NFLX",3962025,2515994
"1144",2019-10-31,"AAPL",56761180,32403888
"1145",2019-10-31,"AMZN",887863,458277
"1146",2019-10-31,"FB",17967877,9486551
"1147",2019-10-31,"GOOGL",314241,141288
"1148",2019-10-31,"NFLX",1551664,925505
"1149",2019-11-01,"AAPL",31307556,18655052
"1150",2019-11-01,"AMZN",483337,236954
"1151",2019-11-01,"FB",5002129,2763037
"1152",2019-11-01,"GOOGL",243484,113356
"1153",2019-11-01,"NFLX",1080960,582800
"1156",2019-11-04,"AAPL",44973860,27499804
"1157",2019-11-04,"AMZN",967272,467082
"1158",2019-11-04,"FB",7445268,3749729
"1159",2019-11-04,"GOOGL",386101,134892
"1160",2019-11-04,"NFLX",2402290,1484644
"1161",2019-11-05,"AAPL",32883876,17236992
"1162",2019-11-05,"AMZN",664273,344538
"1163",2019-11-05,"FB",3509232,1889858
"1164",2019-11-05,"GOOGL",334237,131483
"1165",2019-11-05,"NFLX",1580745,986037
"1166",2019-11-06,"AAPL",15159432,8315312
"1167",2019-11-06,"AMZN",388678,202836
"1168",2019-11-06,"FB",2480542,1143059
"1169",2019-11-06,"GOOGL",232877,99860
"1170",2019-11-06,"NFLX",794488,404599
"1171",2019-11-07,"AAPL",39600556,19550492
"1172",2019-11-07,"AMZN",940849,399159
"1173",2019-11-07,"FB",4761078,2321602
"1174",2019-11-07,"GOOGL",553192,221318
"1175",2019-11-07,"NFLX",2313247,1325964
"1176",2019-11-08,"AAPL",27733360,14804996
"1177",2019-11-08,"AMZN",657793,332763
"1178",2019-11-08,"FB",3830800,1852357
"1179",2019-11-08,"GOOGL",478147,135691
"1180",2019-11-08,"NFLX",1500176,944802
"1183",2019-11-11,"AAPL",31698308,17473196
"1184",2019-11-11,"AMZN",603120,324069
"1185",2019-11-11,"FB",3125298,1479051
"1186",2019-11-11,"GOOGL",226737,89531
"1187",2019-11-11,"NFLX",1498449,919447
"1188",2019-11-12,"AAPL",35157656,19613936
"1189",2019-11-12,"AMZN",606680,302880
"1190",2019-11-12,"FB",6609664,3308140
"1191",2019-11-12,"GOOGL",310427,107153
"1192",2019-11-12,"NFLX",2186622,1360986
"1193",2019-11-13,"AAPL",44458044,25334712
"1194",2019-11-13,"AMZN",915802,487654
"1195",2019-11-13,"FB",4327636,2205058
"1196",2019-11-13,"GOOGL",210559,66806
"1197",2019-11-13,"NFLX",3902096,2602851
"1198",2019-11-14,"AAPL",33107744,18735636
"1199",2019-11-14,"AMZN",837246,345859
"1200",2019-11-14,"FB",3458051,1805202
"1201",2019-11-14,"GOOGL",507529,165265
"1202",2019-11-14,"NFLX",2734255,1665831
"1203",2019-11-15,"AAPL",38710780,17297516
"1204",2019-11-15,"AMZN",1201755,609891
"1205",2019-11-15,"FB",3754380,1843665
"1206",2019-11-15,"GOOGL",468859,199439
"1207",2019-11-15,"NFLX",2399919,1530509
"1210",2019-11-18,"AAPL",33448704,19269244
"1211",2019-11-18,"AMZN",1065194,493270
"1212",2019-11-18,"FB",6292570,1891154
"1213",2019-11-18,"GOOGL",340832,134978
"1214",2019-11-18,"NFLX",3403846,1984801
"1215",2019-11-19,"AAPL",27028948,15584676
"1216",2019-11-19,"AMZN",709022,340260
"1217",2019-11-19,"FB",6658332,2140534
"1218",2019-11-19,"GOOGL",265310,102246
"1219",2019-11-19,"NFLX",2123662,1135416
"1220",2019-11-20,"AAPL",37869724,21146736
"1221",2019-11-20,"AMZN",921714,398995
"1222",2019-11-20,"FB",4055004,2174741
"1223",2019-11-20,"GOOGL",326811,117462
"1224",2019-11-20,"NFLX",1906157,1165684
"1225",2019-11-21,"AAPL",38002968,26357816
"1226",2019-11-21,"AMZN",825262,414904
"1227",2019-11-21,"FB",4076037,2169714
"1228",2019-11-21,"GOOGL",286361,106482
"1229",2019-11-21,"NFLX",3403065,2017172
"1230",2019-11-22,"AAPL",23775736,13657532
"1231",2019-11-22,"AMZN",785642,346838
"1232",2019-11-22,"FB",3419011,1695486
"1233",2019-11-22,"GOOGL",245559,93458
"1234",2019-11-22,"NFLX",2724762,1731210
"1237",2019-11-25,"AAPL",24340072,8299548
"1238",2019-11-25,"AMZN",1043373,284336
"1239",2019-11-25,"FB",5319926,2326243
"1240",2019-11-25,"GOOGL",254343,80043
"1241",2019-11-25,"NFLX",3548426,2407695
"1242",2019-11-26,"AAPL",24750760,8460796
"1243",2019-11-26,"AMZN",1066308,360235
"1244",2019-11-26,"FB",3370753,1217506
"1245",2019-11-26,"GOOGL",209182,74611
"1246",2019-11-26,"NFLX",1583288,967277
"1247",2019-11-27,"AAPL",24054216,9121712
"1248",2019-11-27,"AMZN",1155809,422793
"1249",2019-11-27,"FB",5050983,2598985
"1250",2019-11-27,"GOOGL",225782,72565
"1251",2019-11-27,"NFLX",1746929,1002136
"1253",2019-11-29,"AAPL",20299056,9479232
"1254",2019-11-29,"AMZN",807848,404501
"1255",2019-11-29,"FB",3116305,1730876
"1256",2019-11-29,"GOOGL",185409,61688
"1257",2019-11-29,"NFLX",918491,532292
"1260",2019-12-02,"AAPL",34614196,14754516
"1261",2019-12-02,"AMZN",1437203,452373
"1262",2019-12-02,"FB",3514825,1759327
"1263",2019-12-02,"GOOGL",276591,96999
"1264",2019-12-02,"NFLX",2452039,1057633
"1265",2019-12-03,"AAPL",47991948,15479284
"1266",2019-12-03,"AMZN",1264729,476945
"1267",2019-12-03,"FB",3985888,2341829
"1268",2019-12-03,"GOOGL",299197,101879
"1269",2019-12-03,"NFLX",1908548,1037621
"1270",2019-12-04,"AAPL",26716288,9925856
"1271",2019-12-04,"AMZN",1017051,341620
"1272",2019-12-04,"FB",2787908,1455199
"1273",2019-12-04,"GOOGL",464877,183394
"1274",2019-12-04,"NFLX",1360030,784659
"1275",2019-12-05,"AAPL",27612668,10776648
"1276",2019-12-05,"AMZN",973221,490270
"1277",2019-12-05,"FB",3190066,1808742
"1278",2019-12-05,"GOOGL",353250,148283
"1279",2019-12-05,"NFLX",1928101,971834
"1280",2019-12-06,"AAPL",43503428,14608760
"1281",2019-12-06,"AMZN",948716,418497
"1282",2019-12-06,"FB",4889435,2221851
"1283",2019-12-06,"GOOGL",411400,153014
"1284",2019-12-06,"NFLX",1761335,1090237
"1287",2019-12-09,"AAPL",53847012,21758124
"1288",2019-12-09,"AMZN",874369,230324
"1289",2019-12-09,"FB",3930714,2255837
"1290",2019-12-09,"GOOGL",406228,194151
"1291",2019-12-09,"NFLX",2293120,1065852
"1292",2019-12-10,"AAPL",38413680,13498868
"1293",2019-12-10,"AMZN",797082,283580
"1294",2019-12-10,"FB",3693239,2373792
"1295",2019-12-10,"GOOGL",236500,81746
"1296",2019-12-10,"NFLX",4831693,3050045
"1297",2019-12-11,"AAPL",34091932,13389968
"1298",2019-12-11,"AMZN",681705,233335
"1299",2019-12-11,"FB",2855734,1760119
"1300",2019-12-11,"GOOGL",226792,106742
"1301",2019-12-11,"NFLX",2222109,1261225
"1302",2019-12-12,"AAPL",60756968,21519540
"1303",2019-12-12,"AMZN",1031358,422765
"1304",2019-12-12,"FB",9915709,5438802
"1305",2019-12-12,"GOOGL",313914,111256
"1306",2019-12-12,"NFLX",1907505,990766
"1307",2019-12-13,"AAPL",54350292,31813492
"1308",2019-12-13,"AMZN",847985,397190
"1309",2019-12-13,"FB",6378758,2651313
"1310",2019-12-13,"GOOGL",256037,105336
"1311",2019-12-13,"NFLX",1179299,613694
"1314",2019-12-16,"AAPL",31801960,20441124
"1315",2019-12-16,"AMZN",669012,174452
"1316",2019-12-16,"FB",2773258,929187
"1317",2019-12-16,"GOOGL",228991,89527
"1318",2019-12-16,"NFLX",896271,424495
"1319",2019-12-17,"AAPL",40274076,23282732
"1320",2019-12-17,"AMZN",1206810,384169
"1321",2019-12-17,"FB",3845216,1146810
"1322",2019-12-17,"GOOGL",389830,120607
"1323",2019-12-17,"NFLX",4388368,2420634
"1324",2019-12-18,"AAPL",45109700,26004372
"1325",2019-12-18,"AMZN",1220625,330202
"1326",2019-12-18,"FB",8785110,3181820
"1327",2019-12-18,"GOOGL",249528,96573
"1328",2019-12-18,"NFLX",4362533,2380821
"1329",2019-12-19,"AAPL",35144148,20950636
"1330",2019-12-19,"AMZN",829124,449284
"1331",2019-12-19,"FB",6181731,3226892
"1332",2019-12-19,"GOOGL",239795,111306
"1333",2019-12-19,"NFLX",4114450,2674763
"1334",2019-12-20,"AAPL",38211384,21813708
"1335",2019-12-20,"AMZN",934905,467539
"1336",2019-12-20,"FB",6893896,3942938
"1337",2019-12-20,"GOOGL",310850,119516
"1338",2019-12-20,"NFLX",3077863,1962693
"1341",2019-12-23,"AAPL",20013892,11377708
"1342",2019-12-23,"AMZN",451847,154809
"1343",2019-12-23,"FB",2236658,773101
"1344",2019-12-23,"GOOGL",170647,105352
"1345",2019-12-23,"NFLX",1143596,591553
"1346",2019-12-24,"AAPL",28516712,12489096
"1347",2019-12-24,"AMZN",412270,114345
"1348",2019-12-24,"FB",3748800,2098018
"1349",2019-12-24,"GOOGL",248115,201206
"1350",2019-12-24,"NFLX",892812,457872
"1352",2019-12-26,"AAPL",43852212,27488084
"1353",2019-12-26,"AMZN",2655701,1334010
"1354",2019-12-26,"FB",3422584,1346932
"1355",2019-12-26,"GOOGL",214455,108588
"1356",2019-12-26,"NFLX",1422681,832906
"1357",2019-12-27,"AAPL",75244772,42925924
"1358",2019-12-27,"AMZN",2666073,1018690
"1359",2019-12-27,"FB",3872061,1354216
"1360",2019-12-27,"GOOGL",272109,111656
"1361",2019-12-27,"NFLX",1960618,1102991
"1364",2019-12-30,"AAPL",76808232,43952956
"1365",2019-12-30,"AMZN",1587775,547306
"1366",2019-12-30,"FB",4265684,1430698
"1367",2019-12-30,"GOOGL",259902,85511
"1368",2019-12-30,"NFLX",1439469,765662
"1369",2019-12-31,"AAPL",45169632,26425944
