"","date","ticker","otcvol","otcshortvol"
"67",2019-01-18,"AMZN",1985874,792488
"68",2019-01-18,"FB",10079468,4018622
"69",2019-01-18,"GOOGL",511065,206280
"70",2019-01-18,"NFLX",13019540,7847751
"74",2019-01-22,"AAPL",36039496,19717200
"75",2019-01-22,"AMZN",2769292,995607
"76",2019-01-22,"FB",7464658,2502798
"77",2019-01-22,"GOOGL",429530,134996
"78",2019-01-22,"NFLX",8439120,5102054
"79",2019-01-23,"AAPL",29948088,17497576
"80",2019-01-23,"AMZN",2410124,956344
"81",2019-01-23,"FB",7157605,2700172
"82",2019-01-23,"GOOGL",356918,160720
"83",2019-01-23,"NFLX",6418055,4096874
"84",2019-01-24,"AAPL",29315324,16066300
"85",2019-01-24,"AMZN",1613063,633009
"86",2019-01-24,"FB",7722135,3061445
"87",2019-01-24,"GOOGL",374478,130547
"88",2019-01-24,"NFLX",5090765,3209611
"89",2019-01-25,"AAPL",49490816,28977296
"90",2019-01-25,"AMZN",1888114,728900
"91",2019-01-25,"FB",7278865,2378703
"92",2019-01-25,"GOOGL",297121,126372
"93",2019-01-25,"NFLX",4769536,3187624
"96",2019-01-28,"AAPL",36496784,21412600
"97",2019-01-28,"AMZN",1889839,734813
"98",2019-01-28,"FB",4727640,1463951
"99",2019-01-28,"GOOGL",348569,161272
"100",2019-01-28,"NFLX",3540698,2229124
"101",2019-01-29,"AAPL",61899892,35427504
"102",2019-01-29,"AMZN",1909223,675579
"103",2019-01-29,"FB",6946351,2005065
"104",2019-01-29,"GOOGL",287197,71269
"105",2019-01-29,"NFLX",3679194,2315994
"106",2019-01-30,"AAPL",97544664,56836288
"107",2019-01-30,"AMZN",2266720,795865
"108",2019-01-30,"FB",14198903,5225559
"109",2019-01-30,"GOOGL",397553,134919
"110",2019-01-30,"NFLX",4122301,2513294
"111",2019-01-31,"AAPL",53715528,28754828
"112",2019-01-31,"AMZN",3699358,1399508
"113",2019-01-31,"FB",31213324,11111914
"114",2019-01-31,"GOOGL",553139,293410
"115",2019-01-31,"NFLX",3591773,1993367
"116",2019-02-01,"AAPL",43658460,26677524
"117",2019-02-01,"AMZN",4465461,1820776
"118",2019-02-01,"FB",12822971,4726514
"119",2019-02-01,"GOOGL",438905,238302
"120",2019-02-01,"NFLX",3759563,2101958
"123",2019-02-04,"AAPL",49341736,30296024
"124",2019-02-04,"AMZN",2226802,828900
"125",2019-02-04,"FB",8557415,3239706
"126",2019-02-04,"GOOGL",1016209,521807
"127",2019-02-04,"NFLX",4552620,2908996
"128",2019-02-05,"AAPL",59704460,41498448
"129",2019-02-05,"AMZN",1789521,660644
"130",2019-02-05,"FB",8450970,2476095
"131",2019-02-05,"GOOGL",1384285,639474
"132",2019-02-05,"NFLX",4283438,2439028
"133",2019-02-06,"AAPL",48008192,30086544
"134",2019-02-06,"AMZN",1569603,665831
"135",2019-02-06,"FB",5480680,1339886
"136",2019-02-06,"GOOGL",792348,368917
"137",2019-02-06,"NFLX",3274907,1918385
"138",2019-02-07,"AAPL",31733276,15396720
"139",2019-02-07,"AMZN",1128188,445846
"140",2019-02-07,"FB",4702559,1940522
"141",2019-02-07,"GOOGL",420491,176723
"142",2019-02-07,"NFLX",1986958,1142301
"143",2019-02-08,"AAPL",34430824,19717688
"144",2019-02-08,"AMZN",2384173,841851
"145",2019-02-08,"FB",4746668,1839625
"146",2019-02-08,"GOOGL",319723,134527
"147",2019-02-08,"NFLX",3604101,2140014
"150",2019-02-11,"AAPL",27763404,12249908
"151",2019-02-11,"AMZN",1337011,531953
"152",2019-02-11,"FB",3720733,1267774
"153",2019-02-11,"GOOGL",238177,79676
"154",2019-02-11,"NFLX",2238364,1311535
"155",2019-02-12,"AAPL",28367148,14678216
"156",2019-02-12,"AMZN",1922194,704155
"157",2019-02-12,"FB",6216800,2162949
"158",2019-02-12,"GOOGL",484331,173046
"159",2019-02-12,"NFLX",4845748,2734170
"160",2019-02-13,"AAPL",31412472,17336060
"161",2019-02-13,"AMZN",1390314,542414
"162",2019-02-13,"FB",5328390,1755372
"163",2019-02-13,"GOOGL",337614,121356
"164",2019-02-13,"NFLX",5092848,3164134
"165",2019-02-14,"AAPL",25004052,13751576
"166",2019-02-14,"AMZN",1626527,672118
"167",2019-02-14,"FB",4199149,1442971
"168",2019-02-14,"GOOGL",340685,129402
"169",2019-02-14,"NFLX",4878490,2955708
"170",2019-02-15,"AAPL",28674384,14990924
"171",2019-02-15,"AMZN",1499877,576019
"172",2019-02-15,"FB",5988682,2031771
"173",2019-02-15,"GOOGL",339624,97674
"174",2019-02-15,"NFLX",4422057,2569278
"178",2019-02-19,"AAPL",26798120,11979496
"179",2019-02-19,"AMZN",1358355,421914
"180",2019-02-19,"FB",5488353,1370740
"181",2019-02-19,"GOOGL",272000,72068
"182",2019-02-19,"NFLX",3762812,2192163
"183",2019-02-20,"AAPL",35110480,16854964
"184",2019-02-20,"AMZN",1490796,651742
"185",2019-02-20,"FB",4242752,1245527
"186",2019-02-20,"GOOGL",333361,108534
"187",2019-02-20,"NFLX",4388642,2510242
"188",2019-02-21,"AAPL",22574872,10838624
"189",2019-02-21,"AMZN",1363772,547428
"190",2019-02-21,"FB",5831958,1815133
"191",2019-02-21,"GOOGL",435080,133809
"192",2019-02-21,"NFLX",2854186,1785661
"193",2019-02-22,"AAPL",22703048,9847360
"194",2019-02-22,"AMZN",1023423,347113
"195",2019-02-22,"FB",4409169,1468884
"196",2019-02-22,"GOOGL",383512,124715
"197",2019-02-22,"NFLX",3460294,2018755
"200",2019-02-25,"AAPL",28969696,13287160
"201",2019-02-25,"AMZN",1183380,530631
"202",2019-02-25,"FB",7013999,1609581
"203",2019-02-25,"GOOGL",343009,157120
"204",2019-02-25,"NFLX",3731471,2153116
"205",2019-02-26,"AAPL",22493472,10430588
"206",2019-02-26,"AMZN",1008371,548000
"207",2019-02-26,"FB",5359695,1469327
"208",2019-02-26,"GOOGL",545531,233647
"209",2019-02-26,"NFLX",2434459,1475832
"210",2019-02-27,"AAPL",23203004,11287132
"211",2019-02-27,"AMZN",1183458,671565
"212",2019-02-27,"FB",4980934,1580348
"213",2019-02-27,"GOOGL",336223,144031
"214",2019-02-27,"NFLX",2740716,1705729
"215",2019-02-28,"AAPL",25548008,13761340
"216",2019-02-28,"AMZN",994169,537039
"217",2019-02-28,"FB",3806654,1174069
"218",2019-02-28,"GOOGL",355449,154439
"219",2019-02-28,"NFLX",2830908,1730256
"220",2019-03-01,"AAPL",30011964,14514360
"221",2019-03-01,"AMZN",1715321,828272
"222",2019-03-01,"FB",3956915,961868
"223",2019-03-01,"GOOGL",433223,191445
"224",2019-03-01,"NFLX",2391779,1328588
"227",2019-03-04,"AAPL",36184888,18620828
"228",2019-03-04,"AMZN",2573680,935471
"229",2019-03-04,"FB",6655035,1874048
"230",2019-03-04,"GOOGL",501036,186523
"231",2019-03-04,"NFLX",3108326,1751355
"232",2019-03-05,"AAPL",23095180,12662384
"233",2019-03-05,"AMZN",1543128,653676
"234",2019-03-05,"FB",9975965,3141228
"235",2019-03-05,"GOOGL",536439,222772
"236",2019-03-05,"NFLX",2900995,1770775
"237",2019-03-06,"AAPL",21751076,12173044
"238",2019-03-06,"AMZN",1620964,925270
"239",2019-03-06,"FB",7740765,3210819
"240",2019-03-06,"GOOGL",339928,131241
"241",2019-03-06,"NFLX",2814707,1706481
"242",2019-03-07,"AAPL",24811452,13775696
"243",2019-03-07,"AMZN",1665388,932630
"244",2019-03-07,"FB",6638256,2735145
"245",2019-03-07,"GOOGL",387638,164026
"246",2019-03-07,"NFLX",2802531,1693486
"247",2019-03-08,"AAPL",23739116,11650948
"248",2019-03-08,"AMZN",1717106,982867
"249",2019-03-08,"FB",4787119,1628581
"250",2019-03-08,"GOOGL",320770,125138
"251",2019-03-08,"NFLX",3166171,1878320
"254",2019-03-11,"AAPL",38207464,21180252
"255",2019-03-11,"AMZN",1532441,512056
"256",2019-03-11,"FB",7271649,1775585
"257",2019-03-11,"GOOGL",322857,123116
"258",2019-03-11,"NFLX",1989661,1095469
"259",2019-03-12,"AAPL",44360012,27819496
"260",2019-03-12,"AMZN",1301950,429353
"261",2019-03-12,"FB",3915826,1407777
"262",2019-03-12,"GOOGL",567418,254356
"263",2019-03-12,"NFLX",1991003,1113502
"264",2019-03-13,"AAPL",37874536,22350728
"265",2019-03-13,"AMZN",1299541,452551
"266",2019-03-13,"FB",3873700,1237332
"267",2019-03-13,"GOOGL",342450,114343
"268",2019-03-13,"NFLX",2719620,1322997
"269",2019-03-14,"AAPL",31077664,19054204
"270",2019-03-14,"AMZN",1044289,379224
"271",2019-03-14,"FB",6609667,2259322
"272",2019-03-14,"GOOGL",352388,113138
"273",2019-03-14,"NFLX",2316471,1119704
"274",2019-03-15,"AAPL",42150564,24153688
"275",2019-03-15,"AMZN",1852776,724655
"276",2019-03-15,"FB",12418047,4152807
"277",2019-03-15,"GOOGL",527178,214595
"278",2019-03-15,"NFLX",2908415,1696850
"281",2019-03-18,"AAPL",39323632,26087512
"282",2019-03-18,"AMZN",1995360,1104394
"283",2019-03-18,"FB",14464708,4267081
"284",2019-03-18,"GOOGL",370824,117325
"285",2019-03-18,"NFLX",3090683,1707307
"286",2019-03-19,"AAPL",48336288,29745388
"287",2019-03-19,"AMZN",2501583,1419768
"288",2019-03-19,"FB",9793911,2960823
"289",2019-03-19,"GOOGL",420934,164385
"290",2019-03-19,"NFLX",3351770,1998462
"291",2019-03-20,"AAPL",38339576,22300340
"292",2019-03-20,"AMZN",2522636,1511843
"293",2019-03-20,"FB",7515960,2389055
"294",2019-03-20,"GOOGL",624010,219398
"295",2019-03-20,"NFLX",5079126,3037427
"296",2019-03-21,"AAPL",75066420,47430136
"297",2019-03-21,"AMZN",2199452,1241440
"298",2019-03-21,"FB",5751312,2040005
"299",2019-03-21,"GOOGL",428624,170633
"300",2019-03-21,"NFLX",3791183,2125349
"301",2019-03-22,"AAPL",69853828,40856912
"302",2019-03-22,"AMZN",2604052,1430183
"303",2019-03-22,"FB",5107778,1674981
"304",2019-03-22,"GOOGL",462373,128249
"305",2019-03-22,"NFLX",3827442,2207927
"308",2019-03-25,"AAPL",75036984,42706320
"309",2019-03-25,"AMZN",2182731,1245192
"310",2019-03-25,"FB",4573238,1427071
"311",2019-03-25,"GOOGL",339671,96387
"312",2019-03-25,"NFLX",3927837,2540480
"313",2019-03-26,"AAPL",82093804,44492880
"314",2019-03-26,"AMZN",1909044,1125493
"315",2019-03-26,"FB",5722080,1526096
"316",2019-03-26,"GOOGL",378352,140994
"317",2019-03-26,"NFLX",3203731,2003047
"318",2019-03-27,"AAPL",50985956,29060480
"319",2019-03-27,"AMZN",1835204,1061170
"320",2019-03-27,"FB",3585413,1177347
"321",2019-03-27,"GOOGL",385446,108369
"322",2019-03-27,"NFLX",3746716,2275421
"323",2019-03-28,"AAPL",32402008,18572208
"324",2019-03-28,"AMZN",1211810,488774
"325",2019-03-28,"FB",4267244,1282833
"326",2019-03-28,"GOOGL",325758,94106
"327",2019-03-28,"NFLX",2088564,1280967
"328",2019-03-29,"AAPL",28212804,17366372
"329",2019-03-29,"AMZN",1081703,417123
"330",2019-03-29,"FB",3661453,1203601
"331",2019-03-29,"GOOGL",307433,106499
"332",2019-03-29,"NFLX",1713524,996637
"335",2019-04-01,"AAPL",37779620,22595908
"336",2019-04-01,"AMZN",1583131,548860
"337",2019-04-01,"FB",3335291,970914
"338",2019-04-01,"GOOGL",388201,110305
"339",2019-04-01,"NFLX",3213505,1818064
"340",2019-04-02,"AAPL",30213712,17799508
"341",2019-04-02,"AMZN",1279933,473371
"342",2019-04-02,"FB",10065304,2918654
"343",2019-04-02,"GOOGL",253359,95273
"344",2019-04-02,"NFLX",2178012,1258128
"345",2019-04-03,"AAPL",32871032,18835640
"346",2019-04-03,"AMZN",1517854,585328
"347",2019-04-03,"FB",12181785,3878511
"348",2019-04-03,"GOOGL",296070,106343
"349",2019-04-03,"NFLX",2395182,1414353
"350",2019-04-04,"AAPL",25925720,14700988
"351",2019-04-04,"AMZN",1398540,524761
"352",2019-04-04,"FB",7616947,2568367
"353",2019-04-04,"GOOGL",272742,101213
"354",2019-04-04,"NFLX",2166129,1301291
"355",2019-04-05,"AAPL",26443916,14818676
"356",2019-04-05,"AMZN",1236119,512776
"357",2019-04-05,"FB",3728728,1161527
"358",2019-04-05,"GOOGL",305721,79009
"359",2019-04-05,"NFLX",1545248,902510
"362",2019-04-08,"AAPL",41234956,24867672
"363",2019-04-08,"AMZN",1411690,763255
"364",2019-04-08,"FB",2732196,772746
"365",2019-04-08,"GOOGL",327376,81373
"366",2019-04-08,"NFLX",1847056,1098836
"367",2019-04-09,"AAPL",61515240,38024008
"368",2019-04-09,"AMZN",1285811,714000
"369",2019-04-09,"FB",7477269,2607722
"370",2019-04-09,"GOOGL",251084,85457
"371",2019-04-09,"NFLX",2203851,1119936
"372",2019-04-10,"AAPL",33654336,19001776
"373",2019-04-10,"AMZN",1105105,626057
"374",2019-04-10,"FB",4052992,1455349
"375",2019-04-10,"GOOGL",235796,92346
"376",2019-04-10,"NFLX",1916443,988979
"377",2019-04-11,"AAPL",28362664,13924124
"378",2019-04-11,"AMZN",930842,512081
"379",2019-04-11,"FB",3017779,948402
"380",2019-04-11,"GOOGL",275008,97538
"381",2019-04-11,"NFLX",2838102,1575619
"382",2019-04-12,"AAPL",43516992,20474912
"383",2019-04-12,"AMZN",950868,495323
"384",2019-04-12,"FB",4082856,1189428
"385",2019-04-12,"GOOGL",277747,124223
"386",2019-04-12,"NFLX",6899692,4008120
"389",2019-04-15,"AAPL",22656708,11023096
"390",2019-04-15,"AMZN",1306422,666174
"391",2019-04-15,"FB",4076630,1629837
"392",2019-04-15,"GOOGL",323703,88421
"393",2019-04-15,"NFLX",4482295,1758706
"394",2019-04-16,"AAPL",37958580,15602060
"395",2019-04-16,"AMZN",1125472,413578
"396",2019-04-16,"FB",3744740,1294835
"397",2019-04-16,"GOOGL",304141,92330
"398",2019-04-16,"NFLX",7997877,4243759
"399",2019-04-17,"AAPL",43205048,20912124
"400",2019-04-17,"AMZN",995132,357105
"401",2019-04-17,"FB",3009747,1069907
"402",2019-04-17,"GOOGL",415192,133544
"403",2019-04-17,"NFLX",8793208,5416325
"404",2019-04-18,"AAPL",27849424,13548708
"405",2019-04-18,"AMZN",734254,284279
"406",2019-04-18,"FB",3154324,1380943
"407",2019-04-18,"GOOGL",232061,107085
"408",2019-04-18,"NFLX",3833852,2277667
"412",2019-04-22,"AAPL",23332548,12495724
"413",2019-04-22,"AMZN",1551326,538518
"414",2019-04-22,"FB",4839931,1626656
"415",2019-04-22,"GOOGL",277828,110726
"416",2019-04-22,"NFLX",5251764,2186045
"417",2019-04-23,"AAPL",29804812,14526724
"418",2019-04-23,"AMZN",1870754,672166
"419",2019-04-23,"FB",7300693,2483907
"420",2019-04-23,"GOOGL",455920,222278
"421",2019-04-23,"NFLX",4856434,2317849
"422",2019-04-24,"AAPL",24796088,11953164
"423",2019-04-24,"AMZN",1281334,479284
"424",2019-04-24,"FB",9887422,3494998
"425",2019-04-24,"GOOGL",288985,133957
"426",2019-04-24,"NFLX",2948521,1430590
"427",2019-04-25,"AAPL",22997940,10044636
"428",2019-04-25,"AMZN",1812378,695558
"429",2019-04-25,"FB",22416033,7070410
"430",2019-04-25,"GOOGL",466534,213991
"431",2019-04-25,"NFLX",2702629,1218318
"432",2019-04-26,"AAPL",25296800,12281908
"433",2019-04-26,"AMZN",3231902,1423608
"434",2019-04-26,"FB",8509923,2052033
"435",2019-04-26,"GOOGL",414542,170234
"436",2019-04-26,"NFLX",2276214,1246110
"439",2019-04-29,"AAPL",25353776,15127984
"440",2019-04-29,"AMZN",1515658,426869
"441",2019-04-29,"FB",7429435,1795313
"442",2019-04-29,"GOOGL",938227,386496
"443",2019-04-29,"NFLX",1662480,656606
"444",2019-04-30,"AAPL",61104312,28797564
"445",2019-04-30,"AMZN",1310545,360074
"446",2019-04-30,"FB",9882043,2812977
"447",2019-04-30,"GOOGL",2189637,907118
"448",2019-04-30,"NFLX",1682296,878497
"449",2019-05-01,"AAPL",106826572,53394040
"450",2019-05-01,"AMZN",1179928,358154
"451",2019-05-01,"FB",6662934,1840138
"452",2019-05-01,"GOOGL",1517331,399381
"453",2019-05-01,"NFLX",4020371,1966590
"454",2019-05-02,"AAPL",51598100,23339976
"455",2019-05-02,"AMZN",1625530,667577
"456",2019-05-02,"FB",5153458,1332031
"457",2019-05-02,"GOOGL",746612,293579
"458",2019-05-02,"NFLX",2660170,1567041
"459",2019-05-03,"AAPL",32851116,15476140
"460",2019-05-03,"AMZN",2177686,690826
"461",2019-05-03,"FB",5293259,1394312
"462",2019-05-03,"GOOGL",640103,259358
"463",2019-05-03,"NFLX",2125481,1037507
"466",2019-05-06,"AAPL",51227008,26202964
"467",2019-05-06,"AMZN",2223658,838347
"468",2019-05-06,"FB",5055522,1264615
"469",2019-05-06,"GOOGL",479380,245913
"470",2019-05-06,"NFLX",2166563,1182051
"471",2019-05-07,"AAPL",57027048,27258620
"472",2019-05-07,"AMZN",2359564,918767
"473",2019-05-07,"FB",5223384,1277827
"474",2019-05-07,"GOOGL",490079,193786
"475",2019-05-07,"NFLX",2606295,1538738
"476",2019-05-08,"AAPL",36811016,17955160
"477",2019-05-08,"AMZN",1479216,553840
"478",2019-05-08,"FB",4350215,1020987
"479",2019-05-08,"GOOGL",338913,150468
"480",2019-05-08,"NFLX",2809856,1547859
"481",2019-05-09,"AAPL",49681732,22751016
"482",2019-05-09,"AMZN",1996007,750941
"483",2019-05-09,"FB",3970397,969889
"484",2019-05-09,"GOOGL",439871,191692
"485",2019-05-09,"NFLX",2368564,1337434
"486",2019-05-10,"AAPL",57763064,29187568
"487",2019-05-10,"AMZN",2147491,785052
"488",2019-05-10,"FB",4485733,1078544
"489",2019-05-10,"GOOGL",451601,250777
"490",2019-05-10,"NFLX",2267509,1305612
"493",2019-05-13,"AAPL",88778632,44561524
"494",2019-05-13,"AMZN",2429829,867355
"495",2019-05-13,"FB",5481415,1090685
"496",2019-05-13,"GOOGL",659849,338383
"497",2019-05-13,"NFLX",3195290,1648679
"498",2019-05-14,"AAPL",51248220,27563872
"499",2019-05-14,"AMZN",1817562,714969
"500",2019-05-14,"FB",7133110,2104307
"501",2019-05-14,"GOOGL",561842,307203
"502",2019-05-14,"NFLX",2071085,1106789
"503",2019-05-15,"AAPL",36589664,21638084
"504",2019-05-15,"AMZN",1768340,723433
"505",2019-05-15,"FB",5690841,2257398
"506",2019-05-15,"GOOGL",994867,524360
"507",2019-05-15,"NFLX",2316494,1245607
"508",2019-05-16,"AAPL",46840812,27860080
"509",2019-05-16,"AMZN",1790131,1021146
"510",2019-05-16,"FB",4859615,1293259
"511",2019-05-16,"GOOGL",600149,313808
"512",2019-05-16,"NFLX",2423221,1188643
"513",2019-05-17,"AAPL",41590708,22764820
"514",2019-05-17,"AMZN",1721491,988605
"515",2019-05-17,"FB",3653168,902039
"516",2019-05-17,"GOOGL",344982,185147
"517",2019-05-17,"NFLX",1735157,1092702
"520",2019-05-20,"AAPL",55123684,28559812
"521",2019-05-20,"AMZN",1641293,632590
"522",2019-05-20,"FB",3521714,791144
"523",2019-05-20,"GOOGL",358401,194899
"524",2019-05-20,"NFLX",1648883,860753
"525",2019-05-21,"AAPL",37850428,19656220
"526",2019-05-21,"AMZN",1388480,488950
"527",2019-05-21,"FB",2597560,631745
"528",2019-05-21,"GOOGL",279781,146629
"529",2019-05-21,"NFLX",1395166,888632
"530",2019-05-22,"AAPL",44233768,23983152
"531",2019-05-22,"AMZN",1162556,412468
"532",2019-05-22,"FB",3054540,887320
"533",2019-05-22,"GOOGL",204466,102002
"534",2019-05-22,"NFLX",2297678,1365714
"535",2019-05-23,"AAPL",47642552,21738320
"536",2019-05-23,"AMZN",1803910,758673
"537",2019-05-23,"FB",3973610,965721
"538",2019-05-23,"GOOGL",351873,193454
"539",2019-05-23,"NFLX",2005814,1293543
"540",2019-05-24,"AAPL",33521896,16723848
"541",2019-05-24,"AMZN",1264058,521298
"542",2019-05-24,"FB",2906416,709472
"543",2019-05-24,"GOOGL",233394,115214
"544",2019-05-24,"NFLX",1307574,747644
"548",2019-05-28,"AAPL",35673052,16894960
"549",2019-05-28,"AMZN",1245603,672343
"550",2019-05-28,"FB",3667499,1038301
"551",2019-05-28,"GOOGL",269846,108588
"552",2019-05-28,"NFLX",1466870,857744
"553",2019-05-29,"AAPL",42941236,20200412
"554",2019-05-29,"AMZN",1691371,992827
"555",2019-05-29,"FB",4173748,1368955
"556",2019-05-29,"GOOGL",496211,148874
"557",2019-05-29,"NFLX",1711682,1048442
"558",2019-05-30,"AAPL",29199636,13398332
"559",2019-05-30,"AMZN",1313977,802591
"560",2019-05-30,"FB",2966440,789914
"561",2019-05-30,"GOOGL",280661,91548
"562",2019-05-30,"NFLX",1560056,865244
"563",2019-05-31,"AAPL",34397376,16371900
"564",2019-05-31,"AMZN",1646927,985423
"565",2019-05-31,"FB",5772197,1640770
"566",2019-05-31,"GOOGL",387829,160726
"567",2019-05-31,"NFLX",1740204,1031644
"570",2019-06-03,"AAPL",60458364,33665868
"571",2019-06-03,"AMZN",3605346,1679129
"572",2019-06-03,"FB",23696536,7572867
"573",2019-06-03,"GOOGL",1553387,579164
"574",2019-06-03,"NFLX",3176448,1601551
"575",2019-06-04,"AAPL",42890588,27260488
"576",2019-06-04,"AMZN",2246050,1345984
"577",2019-06-04,"FB",21399346,8037302
"578",2019-06-04,"GOOGL",945142,425287
"579",2019-06-04,"NFLX",3096218,1770402
"580",2019-06-05,"AAPL",40690168,26336160
"581",2019-06-05,"AMZN",1727492,991530
"582",2019-06-05,"FB",7677513,2629568
"583",2019-06-05,"GOOGL",629875,251071
"584",2019-06-05,"NFLX",2159247,1267386
"585",2019-06-06,"AAPL",27546496,17245752
"586",2019-06-06,"AMZN",1449304,818090
"587",2019-06-06,"FB",4548955,1539964
"588",2019-06-06,"GOOGL",522289,207281
"589",2019-06-06,"NFLX",1425028,842041
"590",2019-06-07,"AAPL",44768116,27523296
"591",2019-06-07,"AMZN",1831335,1022965
"592",2019-06-07,"FB",6493929,1783368
"593",2019-06-07,"GOOGL",714541,168565
"594",2019-06-07,"NFLX",1916445,1088830
"597",2019-06-10,"AAPL",40431236,25090316
"598",2019-06-10,"AMZN",2071703,1175728
"599",2019-06-10,"FB",6094743,1519574
"600",2019-06-10,"GOOGL",417537,180186
"601",2019-06-10,"NFLX",3388381,1665671
"602",2019-06-11,"AAPL",40852032,24138324
"603",2019-06-11,"AMZN",1682067,996196
"604",2019-06-11,"FB",6684458,2609742
"605",2019-06-11,"GOOGL",448852,191868
"606",2019-06-11,"NFLX",2057907,1209999
"607",2019-06-12,"AAPL",28508512,17776776
"608",2019-06-12,"AMZN",987435,575989
"609",2019-06-12,"FB",7648602,3054208
"610",2019-06-12,"GOOGL",330248,149323
"611",2019-06-12,"NFLX",1953033,1014512
"612",2019-06-13,"AAPL",27478984,15944020
"613",2019-06-13,"AMZN",1098849,657609
"614",2019-06-13,"FB",4919241,1867865
"615",2019-06-13,"GOOGL",300563,133369
"616",2019-06-13,"NFLX",2708039,1418650
"617",2019-06-14,"AAPL",23938136,13909412
"618",2019-06-14,"AMZN",942737,556700
"619",2019-06-14,"FB",6499996,2243966
"620",2019-06-14,"GOOGL",230540,124198
"621",2019-06-14,"NFLX",1847957,1009520
"624",2019-06-17,"AAPL",18722304,10349384
"625",2019-06-17,"AMZN",1025384,326701
"626",2019-06-17,"FB",13915608,5514497
"627",2019-06-17,"GOOGL",297922,101411
"628",2019-06-17,"NFLX",2174722,1026008
"629",2019-06-18,"AAPL",32788192,16023868
"630",2019-06-18,"AMZN",1318993,350520
"631",2019-06-18,"FB",15427794,5427823
"632",2019-06-18,"GOOGL",391924,181043
"633",2019-06-18,"NFLX",1763459,785526
"634",2019-06-19,"AAPL",26387928,12263392
"635",2019-06-19,"AMZN",1011223,305122
"636",2019-06-19,"FB",9454546,3295562
"637",2019-06-19,"GOOGL",312254,132863
"638",2019-06-19,"NFLX",2214088,1083822
"639",2019-06-20,"AAPL",24880144,13260736
"640",2019-06-20,"AMZN",1148869,408900
"641",2019-06-20,"FB",5520887,1642242
"642",2019-06-20,"GOOGL",269522,141613
"643",2019-06-20,"NFLX",2125068,937201
"644",2019-06-21,"AAPL",27664256,12845240
"645",2019-06-21,"AMZN",996320,344800
"646",2019-06-21,"FB",5153485,1492724
"647",2019-06-21,"GOOGL",416817,205388
"648",2019-06-21,"NFLX",2052464,1221095
"651",2019-06-24,"AAPL",19426232,8224692
"652",2019-06-24,"AMZN",787125,414704
"653",2019-06-24,"FB",6146711,1981235
"654",2019-06-24,"GOOGL",254950,88405
"655",2019-06-24,"NFLX",1816721,1109714
"656",2019-06-25,"AAPL",21546948,7402148
"657",2019-06-25,"AMZN",1182115,638556
"658",2019-06-25,"FB",6953455,2245389
"659",2019-06-25,"GOOGL",490205,163739
"660",2019-06-25,"NFLX",2175527,1136269
"661",2019-06-26,"AAPL",32024372,10608256
"662",2019-06-26,"AMZN",753967,412306
"663",2019-06-26,"FB",4775452,1840085
"664",2019-06-26,"GOOGL",459167,215972
"665",2019-06-26,"NFLX",1280792,740151
"666",2019-06-27,"AAPL",24434008,8114032
"667",2019-06-27,"AMZN",781696,385709
"668",2019-06-27,"FB",4005937,1494001
"669",2019-06-27,"GOOGL",303959,151783
"670",2019-06-27,"NFLX",1496169,896675
"671",2019-06-28,"AAPL",28080100,8320764
"672",2019-06-28,"AMZN",841684,287076
"673",2019-06-28,"FB",5022887,1662605
"674",2019-06-28,"GOOGL",311012,130776
"675",2019-06-28,"NFLX",1488012,742557
"678",2019-07-01,"AAPL",37130832,12716260
"679",2019-07-01,"AMZN",1144842,520253
"680",2019-07-01,"FB",5502054,1546148
"681",2019-07-01,"GOOGL",336023,138155
"682",2019-07-01,"NFLX",1845906,930725
"683",2019-07-02,"AAPL",25356448,8179260
"684",2019-07-02,"AMZN",930312,521350
"685",2019-07-02,"FB",3538796,903344
"686",2019-07-02,"GOOGL",268338,125212
"687",2019-07-02,"NFLX",1329892,847458
"688",2019-07-03,"AAPL",15732716,4399148
"689",2019-07-03,"AMZN",592843,302243
"690",2019-07-03,"FB",4091890,1167298
"691",2019-07-03,"GOOGL",293830,121862
"692",2019-07-03,"NFLX",1322966,786117
"694",2019-07-05,"AAPL",21870544,6862984
"695",2019-07-05,"AMZN",833201,437130
"696",2019-07-05,"FB",4212148,1504208
"697",2019-07-05,"GOOGL",333957,195461
"698",2019-07-05,"NFLX",1502599,897794
"701",2019-07-08,"AAPL",36939200,9436776
"702",2019-07-08,"AMZN",1048311,392329
"703",2019-07-08,"FB",3896657,1384700
"704",2019-07-08,"GOOGL",359617,164255
"705",2019-07-08,"NFLX",1162023,464148
"706",2019-07-09,"AAPL",26875184,6903500
"707",2019-07-09,"AMZN",1560312,537366
"708",2019-07-09,"FB",5406881,2059073
"709",2019-07-09,"GOOGL",357405,156928
"710",2019-07-09,"NFLX",2938064,1193034
"711",2019-07-10,"AAPL",23484012,6457000
"712",2019-07-10,"AMZN",1886401,506295
"713",2019-07-10,"FB",7909444,2548812
"714",2019-07-10,"GOOGL",381939,168811
"715",2019-07-10,"NFLX",2434620,1064671
"716",2019-07-11,"AAPL",24989596,9029172
"717",2019-07-11,"AMZN",1782520,586602
"718",2019-07-11,"FB",6045410,1988540
"719",2019-07-11,"GOOGL",384919,182298
"720",2019-07-11,"NFLX",1604522,645694
"721",2019-07-12,"AAPL",23418588,6661960
"722",2019-07-12,"AMZN",968053,381999
"723",2019-07-12,"FB",5358380,2012889
"724",2019-07-12,"GOOGL",268425,124437
