RP_ENTITY_ID,RELEVANCE,ESS,RPNA_DATE_UTC,RPNA_TIME_UTC
0157B1,100,61,12/7/2020,00:03.2
0157B1,100,54,12/7/2020,45:02.3
0157B1,100,61,12/7/2020,00:03.3
0157B1,100,65,12/7/2020,03:02.1
0157B1,100,61,12/8/2020,01:02.3
0157B1,100,69,12/8/2020,00:04.7
0157B1,100,64,12/8/2020,00:02.8
0157B1,100,64,12/8/2020,00:02.8
0157B1,100,64,12/8/2020,00:02.8
0157B1,100,64,12/8/2020,00:02.8
0157B1,100,64,12/9/2020,00:04.5
0157B1,100,49,12/10/2020,09:22.9
0157B1,100,61,12/10/2020,49:30.5
0157B1,100,61,12/15/2020,00:38.9
0157B1,100,61,12/15/2020,00:03.5
0157B1,100,69,12/17/2020,05:04.0
0157B1,100,65,12/17/2020,13:03.5
0157B1,100,65,12/18/2020,03:03.5
0157B1,100,65,12/22/2020,45:04.2
0157B1,100,50,12/31/2020,13:03.0
12E454,100,50,1/2/2020,48:46.0
12E454,100,50,1/29/2020,05:04.6
12E454,100,64,2/19/2020,00:05.0
12E454,100,61,2/27/2020,00:02.0
12E454,100,61,2/27/2020,00:02.8
12E454,100,61,2/27/2020,00:39.6
12E454,100,76,3/3/2020,05:06.7
12E454,100,54,3/9/2020,05:05.0
12E454,100,58,3/10/2020,00:03.4
12E454,100,58,3/10/2020,00:24.6
12E454,100,61,3/12/2020,00:00.9
12E454,100,61,3/26/2020,40:03.6
12E454,100,54,3/26/2020,05:01.4
12E454,100,69,3/30/2020,30:01.6
12E454,100,26,4/8/2020,00:03.8
12E454,100,61,4/9/2020,00:04.7
12E454,100,50,4/9/2020,05:04.8
12E454,100,61,4/15/2020,01:03.3
12E454,100,61,4/16/2020,15:02.7
12E454,100,69,4/16/2020,05:06.3
12E454,100,61,4/23/2020,05:03.0
12E454,100,61,4/23/2020,28:51.7
12E454,100,50,4/29/2020,05:04.9
12E454,100,50,4/29/2020,05:05.0
12E454,100,50,4/29/2020,05:05.0
12E454,100,69,5/13/2020,00:35.0
12E454,100,56,5/19/2020,16:50.8
12E454,100,64,5/26/2020,00:00.9
12E454,100,61,5/27/2020,00:09.5
12E454,100,50,7/1/2020,05:01.9
12E454,100,61,7/14/2020,00:00.6
12E454,100,50,7/27/2020,00:22.9
12E454,100,50,7/30/2020,05:06.0
12E454,100,50,7/30/2020,05:06.0
12E454,100,50,7/30/2020,05:06.0
12E454,100,22,8/18/2020,00:10.9
12E454,100,63,8/20/2020,27:28.0
12E454,100,63,8/20/2020,27:59.4
12E454,100,61,8/25/2020,05:00.5
12E454,100,61,9/16/2020,15:00.3
12E454,100,61,9/24/2020,00:03.1
12E454,100,50,10/3/2020,35:02.3
12E454,100,61,10/7/2020,33:47.5
12E454,100,61,10/11/2020,00:03.4
12E454,100,50,10/29/2020,05:06.2
12E454,100,50,10/29/2020,05:06.2
12E454,100,50,10/29/2020,05:06.2
12E454,100,61,11/10/2020,00:02.0
12E454,100,61,11/20/2020,00:12.3
12E454,100,61,11/24/2020,00:06.3
12E454,100,61,11/24/2020,00:07.0
12E454,100,55,12/1/2020,16:53.7
12E454,100,61,12/2/2020,00:03.9
12E454,100,21,12/4/2020,00:08.4
12E454,100,49,12/4/2020,00:04.7
12E454,100,22,12/9/2020,31:56.5
4A6F00,100,58,1/6/2020,00:04.6
4A6F00,100,61,1/7/2020,00:02.1
4A6F00,100,61,1/10/2020,34:55.1
4A6F00,100,61,1/10/2020,34:56.0
4A6F00,100,61,1/10/2020,48:20.6
4A6F00,100,69,1/10/2020,00:04.7
4A6F00,100,61,1/11/2020,48:46.6
4A6F00,100,61,1/11/2020,48:46.9
4A6F00,100,61,1/11/2020,05:33.9
4A6F00,100,61,1/12/2020,00:00.5
4A6F00,100,61,1/13/2020,39:00.3
4A6F00,100,61,1/14/2020,00:02.3
4A6F00,100,61,1/14/2020,00:16.9
4A6F00,100,61,1/15/2020,00:07.6
4A6F00,100,54,1/16/2020,00:01.1
4A6F00,100,54,1/16/2020,02:46.6
4A6F00,100,69,1/20/2020,00:02.5
4A6F00,100,61,1/21/2020,00:04.5
4A6F00,100,61,1/21/2020,00:11.1
4A6F00,100,61,1/24/2020,42:31.6
4A6F00,100,61,1/28/2020,59:00.7
4A6F00,100,61,1/29/2020,05:00.4
4A6F00,100,61,1/29/2020,00:05.8
4A6F00,100,61,1/29/2020,00:06.4
4A6F00,100,55,2/6/2020,30:01.2
4A6F00,100,61,2/7/2020,30:00.9
4A6F00,100,69,2/13/2020,00:19.8
4A6F00,100,61,2/24/2020,45:00.5
4A6F00,100,61,2/25/2020,00:06.3
4A6F00,100,69,3/2/2020,00:02.3
4A6F00,100,61,3/3/2020,00:17.8
4A6F00,100,61,3/4/2020,00:02.1
4A6F00,100,61,3/5/2020,00:52.5
4A6F00,100,61,3/5/2020,00:02.0
4A6F00,100,61,3/5/2020,00:12.5
4A6F00,100,61,3/5/2020,01:02.4
4A6F00,100,61,3/9/2020,02:01.9
4A6F00,100,61,3/9/2020,02:10.7
4A6F00,100,61,3/10/2020,00:03.8
4A6F00,100,61,3/10/2020,00:45.3
4A6F00,100,61,3/19/2020,17:06.4
4A6F00,100,61,3/23/2020,12:00.4
4A6F00,100,61,3/23/2020,15:04.4
4A6F00,100,61,3/24/2020,00:01.8
4A6F00,100,61,3/31/2020,21:00.4
4A6F00,100,61,4/2/2020,34:01.9
4A6F00,100,61,4/6/2020,30:01.0
4A6F00,100,61,4/21/2020,15:05.7
4A6F00,100,61,4/27/2020,30:07.8
4A6F00,100,61,4/28/2020,00:00.7
4A6F00,100,61,4/29/2020,00:01.4
4A6F00,100,61,4/29/2020,05:03.9
4A6F00,100,50,4/29/2020,45:05.4
4A6F00,100,69,5/4/2020,00:00.4
4A6F00,100,61,5/5/2020,00:20.7
4A6F00,100,61,5/7/2020,15:00.5
4A6F00,100,61,5/14/2020,00:02.2
4A6F00,100,64,5/20/2020,00:07.0
4A6F00,100,61,5/20/2020,42:01.9
4A6F00,100,61,5/26/2020,09:00.5
4A6F00,100,69,6/3/2020,00:04.1
4A6F00,100,69,6/3/2020,00:37.6
4A6F00,100,61,6/4/2020,00:01.9
4A6F00,100,64,6/5/2020,05:03.0
4A6F00,100,61,6/8/2020,33:00.4
4A6F00,100,22,6/8/2020,19:11.5
4A6F00,100,59,6/9/2020,00:10.6
4A6F00,100,61,6/10/2020,00:02.1
4A6F00,100,61,6/11/2020,00:27.1
4A6F00,100,61,6/15/2020,00:07.4
4A6F00,100,61,6/16/2020,15:44.5
4A6F00,100,61,6/29/2020,42:23.7
4A6F00,100,54,6/30/2020,00:23.6
4A6F00,100,61,7/2/2020,00:37.1
4A6F00,100,61,7/7/2020,30:01.5
4A6F00,100,61,7/7/2020,30:02.3
4A6F00,100,61,7/7/2020,30:22.8
4A6F00,100,61,7/7/2020,05:05.5
4A6F00,100,61,7/9/2020,01:02.1
4A6F00,100,61,7/14/2020,06:02.1
4A6F00,100,61,7/14/2020,00:06.0
4A6F00,100,61,7/15/2020,00:10.4
4A6F00,100,61,7/20/2020,00:02.8
4A6F00,100,61,7/22/2020,01:02.5
4A6F00,100,61,7/22/2020,30:00.6
4A6F00,100,61,7/23/2020,00:08.8
4A6F00,100,69,7/28/2020,35:05.8
4A6F00,100,61,7/28/2020,00:04.6
4A6F00,100,61,7/28/2020,00:04.5
4A6F00,100,61,7/28/2020,07:32.3
4A6F00,100,61,7/30/2020,00:18.5
4A6F00,100,61,8/3/2020,00:05.8
4A6F00,100,61,8/3/2020,00:05.9
4A6F00,100,61,8/3/2020,00:15.1
4A6F00,100,61,8/3/2020,01:02.7
4A6F00,100,61,8/4/2020,00:03.6
4A6F00,100,61,8/5/2020,00:07.8
4A6F00,100,61,8/6/2020,33:18.8
4A6F00,100,61,8/10/2020,35:02.2
4A6F00,100,64,8/10/2020,12:00.4
4A6F00,100,61,8/19/2020,00:04.4
4A6F00,100,61,8/19/2020,00:05.0
4A6F00,100,61,8/19/2020,02:14.1
4A6F00,100,61,8/24/2020,16:02.1
4A6F00,100,22,9/3/2020,00:08.6
4A6F00,100,61,9/8/2020,00:02.8
4A6F00,100,61,9/8/2020,35:00.4
4A6F00,100,61,9/11/2020,05:03.8
4A6F00,100,61,9/16/2020,00:00.6
4A6F00,100,61,9/17/2020,58:07.4
4A6F00,100,61,9/17/2020,00:12.1
4A6F00,100,61,9/18/2020,49:47.3
4A6F00,100,61,9/22/2020,00:13.7
4A6F00,100,61,9/22/2020,30:03.2
4A6F00,100,61,9/22/2020,15:03.8
4A6F00,100,61,9/24/2020,00:20.0
4A6F00,100,61,9/29/2020,00:03.8
4A6F00,100,61,9/29/2020,00:34.6
4A6F00,100,61,9/29/2020,00:09.9
4A6F00,100,61,9/29/2020,33:02.8
4A6F00,100,69,9/30/2020,00:11.7
4A6F00,100,21,9/30/2020,24:02.1
4A6F00,100,61,10/1/2020,00:04.8
4A6F00,100,61,10/1/2020,35:00.3
4A6F00,100,61,10/6/2020,06:54.5
4A6F00,100,61,10/7/2020,00:05.5
4A6F00,100,61,10/14/2020,00:04.1
4A6F00,100,61,10/14/2020,00:09.8
4A6F00,100,61,10/19/2020,00:03.2
4A6F00,100,61,10/20/2020,00:07.4
4A6F00,100,54,10/20/2020,00:03.0
4A6F00,100,61,10/21/2020,00:06.8
4A6F00,100,69,10/22/2020,00:10.3
4A6F00,100,69,10/22/2020,00:10.9
4A6F00,100,64,10/27/2020,00:10.4
4A6F00,100,64,10/27/2020,00:12.2
4A6F00,100,61,10/27/2020,00:10.7
4A6F00,100,61,10/27/2020,28:03.0
4A6F00,100,61,10/29/2020,00:01.5
4A6F00,100,88,10/30/2020,45:04.6
4A6F00,100,61,11/2/2020,35:02.8
4A6F00,100,49,11/9/2020,00:23.4
4A6F00,100,61,11/10/2020,10:00.4
4A6F00,100,61,11/11/2020,04:21.8
4A6F00,100,61,11/12/2020,01:00.6
4A6F00,100,61,11/12/2020,00:05.8
4A6F00,100,61,11/12/2020,04:02.0
4A6F00,100,22,11/12/2020,44:00.4
4A6F00,100,61,11/16/2020,00:05.0
4A6F00,100,61,11/17/2020,31:19.9
4A6F00,100,22,11/17/2020,53:02.1
4A6F00,100,61,11/18/2020,03:26.0
4A6F00,100,61,11/18/2020,00:00.6
4A6F00,100,61,11/19/2020,00:02.3
4A6F00,100,61,11/19/2020,58:02.1
4A6F00,100,61,11/19/2020,00:09.5
4A6F00,100,64,11/23/2020,01:02.9
4A6F00,100,69,11/23/2020,20:00.5
4A6F00,100,61,12/2/2020,15:01.4
4A6F00,100,61,12/2/2020,30:07.5
4A6F00,100,54,12/2/2020,01:02.9
4A6F00,100,61,12/3/2020,30:03.4
4A6F00,100,61,12/3/2020,30:39.4
4A6F00,100,61,12/7/2020,00:02.8
4A6F00,100,61,12/7/2020,00:26.1
4A6F00,100,61,12/8/2020,05:02.8
4A6F00,100,64,12/8/2020,02:03.0
4A6F00,100,61,12/8/2020,03:04.0
4A6F00,100,61,12/8/2020,05:13.6
4A6F00,100,61,12/9/2020,00:39.6
4A6F00,100,61,12/10/2020,00:10.9
4A6F00,100,61,12/10/2020,47:15.6
4A6F00,100,61,12/14/2020,00:08.7
4A6F00,100,61,12/16/2020,15:06.7
4A6F00,100,61,12/16/2020,00:07.6
4A6F00,100,61,12/17/2020,30:02.8
4A6F00,100,61,12/17/2020,16:03.0
4A6F00,100,21,12/24/2020,17:30.6
D8442A,100,69,1/9/2020,57:00.3
D8442A,100,58,1/20/2020,57:00.3
D8442A,100,22,1/24/2020,20:30.0
D8442A,100,22,1/24/2020,20:30.8
D8442A,100,22,1/27/2020,30:05.3
D8442A,100,22,1/27/2020,30:06.1
D8442A,100,68,1/28/2020,30:00.7
D8442A,100,68,1/28/2020,30:00.8
D8442A,100,64,2/4/2020,00:03.6
D8442A,100,64,2/4/2020,30:01.9
D8442A,100,79,2/24/2020,01:55.5
D8442A,100,64,3/18/2020,00:03.0
D8442A,100,64,3/18/2020,00:03.1
D8442A,100,64,3/18/2020,03:00.4
D8442A,100,50,4/30/2020,30:01.7
D8442A,100,50,4/30/2020,30:01.7
D8442A,100,50,4/30/2020,30:01.7
D8442A,100,22,5/8/2020,48:28.7
D8442A,100,64,6/22/2020,27:00.4
D8442A,100,64,6/22/2020,27:00.4
D8442A,100,64,6/22/2020,29:00.3
D8442A,100,64,6/22/2020,29:00.4
D8442A,100,50,7/30/2020,30:01.7
D8442A,100,50,7/30/2020,30:01.7
D8442A,100,50,7/30/2020,30:01.7
D8442A,100,61,8/18/2020,30:00.5
D8442A,100,61,8/26/2020,00:03.4
D8442A,100,69,9/9/2020,00:10.2
D8442A,100,69,9/9/2020,00:13.6
D8442A,100,61,9/15/2020,40:00.4
D8442A,100,64,9/15/2020,01:00.6
D8442A,100,64,9/15/2020,01:00.6
D8442A,100,64,9/16/2020,25:00.3
D8442A,100,61,9/17/2020,00:15.7
D8442A,100,64,9/24/2020,03:00.4
D8442A,100,64,9/24/2020,30:04.5
D8442A,100,64,10/13/2020,14:00.3
D8442A,100,64,10/13/2020,14:00.3
D8442A,100,64,10/13/2020,07:00.5
D8442A,100,64,10/13/2020,07:00.5
D8442A,100,64,10/13/2020,07:00.5
D8442A,100,64,10/14/2020,06:00.4
D8442A,100,61,10/19/2020,23:44.8
D8442A,100,50,10/29/2020,30:01.2
D8442A,100,50,10/29/2020,30:01.2
D8442A,100,50,10/29/2020,30:01.2
D8442A,100,22,11/2/2020,00:08.8
D8442A,100,69,11/23/2020,30:00.4
D8442A,100,69,11/24/2020,35:00.3
D8442A,100,69,11/25/2020,00:00.7
D8442A,100,69,11/25/2020,25:00.5
D8442A,100,69,11/26/2020,00:00.7
D8442A,100,69,11/26/2020,50:00.7
D8442A,100,69,11/27/2020,50:00.7
D8442A,100,61,12/8/2020,20:26.4
D8442A,100,64,12/8/2020,30:03.2
D8442A,100,64,12/8/2020,30:03.2
ECD263,100,50,1/21/2020,00:04.0
ECD263,100,61,2/10/2020,00:02.7
ECD263,100,50,2/28/2020,00:04.0
ECD263,100,50,3/20/2020,00:01.9
ECD263,100,50,4/21/2020,00:03.8
ECD263,100,52,4/23/2020,35:03.6
ECD263,100,50,6/15/2020,00:01.8
ECD263,100,50,7/16/2020,00:01.7
ECD263,100,50,9/15/2020,30:02.0
ECD263,100,50,10/20/2020,00:04.8
ECD263,100,50,12/15/2020,00:02.5
ECD263,100,54,12/16/2020,10:02.0
0157B1,100,64,1/6/2021,00:15.0
0157B1,100,64,1/6/2021,00:15.0
0157B1,100,61,1/6/2021,00:21.1
0157B1,100,61,1/7/2021,00:17.1
0157B1,100,54,1/12/2021,00:25.4
0157B1,100,22,1/15/2021,01:29.6
0157B1,100,69,1/18/2021,30:35.5
0157B1,100,61,1/18/2021,00:04.7
0157B1,100,55,1/19/2021,51:19.0
0157B1,100,50,1/19/2021,01:38.3
0157B1,100,65,1/25/2021,47:03.0
0157B1,100,69,1/26/2021,00:16.7
0157B1,100,65,1/26/2021,00:00.6
0157B1,100,61,1/26/2021,00:01.5
0157B1,100,69,1/28/2021,00:36.9
0157B1,100,64,1/28/2021,00:11.5
0157B1,100,64,2/2/2021,35:20.1
0157B1,100,56,2/2/2021,07:49.8
0157B1,100,61,2/2/2021,00:03.1
0157B1,100,50,2/2/2021,03:00.6
0157B1,100,50,2/2/2021,03:00.7
0157B1,100,50,2/2/2021,03:00.7
0157B1,100,50,2/2/2021,03:00.7
0157B1,100,50,2/2/2021,03:00.7
0157B1,100,50,2/2/2021,03:00.7
0157B1,100,50,2/2/2021,03:00.7
0157B1,100,50,2/2/2021,03:00.7
0157B1,100,76,2/3/2021,30:35.2
0157B1,100,64,2/4/2021,00:02.0
0157B1,100,61,2/8/2021,58:31.8
0157B1,100,61,2/11/2021,00:00.3
0157B1,100,64,2/12/2021,57:02.0
0157B1,100,83,2/18/2021,00:23.0
0157B1,100,61,2/22/2021,00:00.7
0157B1,100,54,2/24/2021,00:03.9
0157B1,100,61,2/25/2021,00:00.5
0157B1,100,61,2/25/2021,00:08.7
0157B1,100,69,3/1/2021,01:41.8
0157B1,100,69,3/1/2021,06:00.3
0157B1,100,69,3/3/2021,00:17.1
0157B1,100,61,3/3/2021,30:02.8
0157B1,100,61,3/4/2021,00:01.3
0157B1,100,61,3/9/2021,00:01.9
0157B1,100,69,3/9/2021,00:04.0
0157B1,100,61,3/9/2021,05:00.3
0157B1,100,64,3/9/2021,34:00.4
0157B1,100,64,3/9/2021,34:00.4
0157B1,100,61,3/10/2021,23:58.5
0157B1,100,65,3/11/2021,45:00.3
0157B1,100,61,3/17/2021,00:00.5
0157B1,100,61,3/18/2021,00:00.8
0157B1,100,61,3/18/2021,00:01.1
0157B1,100,61,3/23/2021,30:10.6
0157B1,100,61,3/24/2021,00:02.3
0157B1,100,61,3/29/2021,00:01.3
0157B1,100,61,3/29/2021,00:02.6
0157B1,100,61,3/31/2021,00:01.8
0157B1,100,61,3/31/2021,00:03.1
0157B1,100,61,4/1/2021,30:03.7
0157B1,100,61,4/6/2021,00:21.0
0157B1,100,61,4/7/2021,30:01.1
0157B1,100,61,4/7/2021,16:21.3
0157B1,100,61,4/7/2021,16:21.5
0157B1,100,77,4/8/2021,00:23.5
0157B1,100,54,4/13/2021,32:00.4
0157B1,100,64,4/14/2021,00:03.5
0157B1,100,50,4/15/2021,01:00.4
0157B1,100,69,4/19/2021,00:00.5
0157B1,100,61,4/19/2021,30:05.6
0157B1,100,61,4/21/2021,00:05.3
0157B1,100,61,4/21/2021,00:05.3
0157B1,100,64,4/27/2021,15:01.5
0157B1,100,64,4/27/2021,48:31.0
0157B1,100,50,4/29/2021,01:00.8
0157B1,100,50,4/29/2021,01:00.8
0157B1,100,50,4/29/2021,01:00.9
0157B1,100,50,4/29/2021,01:00.9
0157B1,100,50,4/29/2021,01:00.9
0157B1,100,50,4/29/2021,01:00.9
0157B1,100,50,4/29/2021,01:00.9
0157B1,100,50,4/29/2021,01:00.9
0157B1,100,55,5/7/2021,00:13.4
0157B1,100,65,5/7/2021,00:02.9
0157B1,100,61,5/10/2021,00:12.5
0157B1,100,61,5/10/2021,00:07.8
0157B1,100,61,5/11/2021,00:00.5
0157B1,100,64,5/12/2021,00:23.9
0157B1,100,64,5/12/2021,07:00.3
0157B1,100,54,5/13/2021,00:02.6
0157B1,100,61,5/17/2021,20:04.4
0157B1,100,61,5/18/2021,30:35.3
0157B1,100,64,5/18/2021,10:00.4
0157B1,100,64,5/18/2021,10:00.6
0157B1,100,61,5/20/2021,00:05.4
0157B1,100,61,5/20/2021,13:00.3
0157B1,100,65,5/26/2021,00:00.4
0157B1,100,65,5/26/2021,00:00.4
0157B1,100,49,5/26/2021,33:00.3
0157B1,100,61,5/26/2021,00:14.5
0157B1,100,61,5/27/2021,00:23.9
0157B1,100,65,6/1/2021,00:01.8
0157B1,100,61,6/1/2021,00:00.5
0157B1,100,61,6/1/2021,50:01.3
0157B1,100,61,6/1/2021,50:01.9
0157B1,100,61,6/1/2021,50:29.6
0157B1,100,64,6/1/2021,48:00.3
0157B1,100,61,6/2/2021,00:03.0
0157B1,100,64,6/3/2021,00:19.4
0157B1,100,61,6/3/2021,00:12.1
0157B1,100,64,6/3/2021,00:04.1
0157B1,100,65,6/9/2021,00:07.8
0157B1,100,61,6/10/2021,00:01.7
0157B1,100,61,6/10/2021,00:03.0
0157B1,100,65,6/11/2021,04:00.4
0157B1,100,65,6/11/2021,04:00.4
0157B1,100,61,6/15/2021,00:35.0
0157B1,100,61,6/15/2021,00:10.6
0157B1,100,61,6/15/2021,00:21.6
0157B1,100,65,6/16/2021,15:00.4
0157B1,100,69,6/22/2021,30:02.4
0157B1,100,61,6/23/2021,00:26.0
0157B1,100,61,6/23/2021,00:03.6
0157B1,100,22,6/25/2021,07:56.4
0157B1,100,57,6/28/2021,00:05.5
0157B1,100,61,6/30/2021,00:05.5
0157B1,100,22,7/2/2021,57:00.3
0157B1,100,61,7/12/2021,00:04.0
0157B1,100,22,7/14/2021,38:59.1
0157B1,100,61,7/15/2021,08:00.4
0157B1,100,50,7/15/2021,01:00.7
0157B1,100,58,7/27/2021,12:41.7
0157B1,100,61,7/28/2021,30:03.0
0157B1,100,61,7/29/2021,16:00.4
0157B1,100,61,7/29/2021,16:00.5
0157B1,100,61,7/29/2021,00:11.5
0157B1,100,50,7/29/2021,01:02.4
0157B1,100,50,7/29/2021,01:02.4
0157B1,100,50,7/29/2021,01:02.4
0157B1,100,50,7/29/2021,01:02.4
0157B1,100,50,7/29/2021,01:02.5
0157B1,100,50,7/29/2021,01:02.5
0157B1,100,50,7/29/2021,01:02.5
0157B1,100,50,7/29/2021,01:02.5
0157B1,100,64,8/3/2021,00:04.6
0157B1,100,65,8/5/2021,15:00.6
0157B1,100,61,8/9/2021,27:00.4
0157B1,100,61,8/11/2021,00:00.5
0157B1,100,65,8/11/2021,35:00.5
0157B1,100,61,8/12/2021,00:18.0
0157B1,100,69,8/17/2021,30:00.8
0157B1,100,57,8/19/2021,36:00.4
0157B1,100,69,8/27/2021,01:00.3
0157B1,100,61,8/27/2021,31:00.4
12E454,100,50,1/5/2021,05:03.6
12E454,100,50,1/27/2021,05:11.7
12E454,100,61,2/11/2021,00:00.8
12E454,100,61,2/16/2021,35:00.4
12E454,100,69,3/3/2021,00:00.6
12E454,100,54,3/4/2021,00:00.7
12E454,100,69,3/15/2021,00:00.5
12E454,100,50,4/1/2021,05:03.0
12E454,100,61,4/26/2021,09:37.0
12E454,100,50,4/28/2021,05:11.5
12E454,100,50,4/28/2021,05:11.5
12E454,100,50,4/28/2021,05:11.5
12E454,100,69,4/30/2021,15:10.2
12E454,100,64,5/5/2021,47:58.6
12E454,100,61,5/7/2021,28:00.4
12E454,100,61,5/19/2021,00:04.7
12E454,100,61,6/2/2021,00:00.6
12E454,100,54,6/2/2021,03:55.0
12E454,100,61,6/16/2021,43:12.6
12E454,100,22,6/28/2021,07:24.4
12E454,100,50,7/2/2021,00:09.4
12E454,100,61,7/13/2021,01:00.5
12E454,100,50,7/28/2021,05:13.3
12E454,100,50,7/28/2021,05:13.3
12E454,100,50,7/28/2021,05:13.3
12E454,100,61,8/3/2021,25:00.4
12E454,100,61,8/9/2021,00:02.7
4A6F00,100,76,1/7/2021,00:25.8
4A6F00,100,22,1/8/2021,30:07.0
4A6F00,100,61,1/11/2021,00:23.3
4A6F00,100,61,1/11/2021,30:03.9
4A6F00,100,64,1/11/2021,00:05.2
4A6F00,100,64,1/11/2021,00:05.8
4A6F00,100,64,1/11/2021,01:05.4
4A6F00,100,61,1/15/2021,00:01.7
4A6F00,100,64,1/19/2021,00:16.7
4A6F00,100,69,1/21/2021,01:03.0
4A6F00,100,58,1/21/2021,00:33.0
4A6F00,100,61,1/26/2021,00:03.6
4A6F00,100,61,1/28/2021,00:04.1
4A6F00,100,61,2/1/2021,01:00.9
4A6F00,100,61,2/2/2021,00:03.3
4A6F00,100,61,2/4/2021,00:12.9
4A6F00,100,61,2/4/2021,23:02.0
4A6F00,100,61,2/4/2021,23:02.8
4A6F00,100,61,2/4/2021,23:29.1
4A6F00,100,61,2/4/2021,05:11.1
4A6F00,100,61,2/5/2021,01:03.3
4A6F00,100,61,2/8/2021,54:00.4
4A6F00,100,61,2/9/2021,00:00.4
4A6F00,100,61,2/10/2021,52:00.3
4A6F00,100,61,2/11/2021,10:00.3
4A6F00,100,61,2/17/2021,00:36.6
4A6F00,100,61,2/17/2021,04:24.3
4A6F00,100,61,2/17/2021,05:04.4
4A6F00,100,61,2/18/2021,56:05.9
4A6F00,100,69,2/18/2021,00:01.2
4A6F00,100,61,2/23/2021,01:02.7
4A6F00,100,61,2/23/2021,00:00.4
4A6F00,100,61,2/23/2021,00:04.7
4A6F00,100,61,2/23/2021,00:04.7
4A6F00,100,61,2/24/2021,00:04.9
4A6F00,100,69,2/25/2021,01:00.4
4A6F00,100,61,2/25/2021,00:24.0
4A6F00,100,61,3/2/2021,30:03.9
4A6F00,100,61,3/4/2021,08:00.3
4A6F00,100,61,3/9/2021,25:00.3
4A6F00,100,61,3/15/2021,00:03.3
4A6F00,100,61,3/15/2021,00:04.0
4A6F00,100,69,3/22/2021,00:13.5
4A6F00,100,61,3/24/2021,00:22.4
4A6F00,100,61,3/24/2021,01:50.1
4A6F00,100,64,3/24/2021,05:03.1
4A6F00,100,61,3/29/2021,00:02.7
4A6F00,100,61,3/29/2021,00:02.1
4A6F00,100,61,3/30/2021,00:01.0
4A6F00,100,64,4/1/2021,00:42.4
4A6F00,100,61,4/7/2021,30:01.5
4A6F00,100,61,4/7/2021,00:05.9
4A6F00,100,61,4/8/2021,00:05.5
4A6F00,100,61,4/13/2021,00:03.7
4A6F00,100,69,4/15/2021,00:06.9
4A6F00,100,61,4/15/2021,30:02.8
4A6F00,100,61,4/15/2021,30:30.5
4A6F00,100,69,4/15/2021,30:00.4
4A6F00,100,61,4/19/2021,19:07.8
4A6F00,100,61,4/23/2021,00:17.6
4A6F00,100,81,4/23/2021,00:08.8
4A6F00,100,61,4/26/2021,00:03.0
4A6F00,100,61,4/27/2021,00:04.6
4A6F00,100,61,4/27/2021,47:01.8
4A6F00,100,61,4/27/2021,00:00.9
4A6F00,100,61,4/27/2021,00:04.9
4A6F00,100,61,4/29/2021,00:12.1
4A6F00,100,61,4/29/2021,00:03.9
4A6F00,100,69,4/29/2021,30:05.3
4A6F00,100,61,5/3/2021,02:02.6
4A6F00,100,61,5/3/2021,00:00.7
4A6F00,100,64,5/4/2021,40:00.2
4A6F00,100,61,5/5/2021,01:02.4
4A6F00,100,61,5/10/2021,00:03.3
4A6F00,100,61,5/11/2021,00:03.4
4A6F00,100,61,5/12/2021,00:04.5
4A6F00,100,61,5/18/2021,30:00.3
4A6F00,100,61,5/19/2021,00:00.5
4A6F00,100,54,5/19/2021,00:01.0
4A6F00,100,61,5/19/2021,00:02.5
4A6F00,100,64,5/19/2021,35:15.9
4A6F00,100,61,5/25/2021,00:03.9
4A6F00,100,61,5/26/2021,01:22.3
4A6F00,100,64,5/26/2021,00:16.3
4A6F00,100,64,5/26/2021,00:16.3
4A6F00,100,61,5/27/2021,00:01.1
4A6F00,100,61,5/27/2021,00:08.0
4A6F00,100,59,5/27/2021,00:03.7
4A6F00,100,61,6/2/2021,24:12.8
4A6F00,100,61,6/8/2021,00:05.3
4A6F00,100,76,6/9/2021,15:00.3
4A6F00,100,76,6/9/2021,15:00.4
4A6F00,100,76,6/9/2021,15:00.4
4A6F00,100,61,6/10/2021,00:04.7
4A6F00,100,61,6/14/2021,00:00.3
4A6F00,100,61,6/14/2021,30:03.8
4A6F00,100,61,6/15/2021,00:14.0
4A6F00,100,61,6/16/2021,00:01.9
4A6F00,100,61,6/17/2021,05:02.1
4A6F00,100,61,6/18/2021,17:49.5
4A6F00,100,61,6/18/2021,22:25.4
4A6F00,100,44,6/18/2021,20:00.3
4A6F00,100,61,6/22/2021,02:02.5
4A6F00,100,26,6/22/2021,34:30.8
4A6F00,100,61,6/24/2021,00:04.1
4A6F00,100,61,6/24/2021,00:01.1
4A6F00,100,61,6/24/2021,05:03.3
4A6F00,100,61,6/24/2021,05:37.3
4A6F00,100,22,6/25/2021,07:56.4
4A6F00,100,61,6/29/2021,00:36.6
4A6F00,100,61,6/30/2021,00:14.8
4A6F00,100,61,6/30/2021,00:15.1
4A6F00,100,61,6/30/2021,01:09.7
4A6F00,100,61,7/6/2021,00:26.9
4A6F00,100,61,7/6/2021,30:03.1
4A6F00,100,64,7/15/2021,30:05.0
4A6F00,100,61,7/16/2021,00:05.5
4A6F00,100,61,7/19/2021,00:00.4
4A6F00,100,21,7/20/2021,00:07.8
4A6F00,100,61,7/20/2021,00:18.6
4A6F00,100,61,7/20/2021,30:00.4
