Date,Ticker,OTC_Short,OTC_Total,DPI
8/31/2021,NFLX,265058,549184,0.482639698
8/30/2021,NFLX,300927,604095,0.498145159
8/27/2021,NFLX,397258,932230,0.426137327
8/26/2021,NFLX,220970,434126,0.508999691
8/25/2021,NFLX,194201,554202,0.350415553
8/24/2021,NFLX,221202,640220,0.345509356
8/23/2021,NFLX,256876,670763,0.382960897
8/20/2021,NFLX,514904,1110468,0.463681979
8/19/2021,NFLX,913057,2175420,0.419715273
8/18/2021,NFLX,348900,709236,0.491937804
8/17/2021,NFLX,271177,603384,0.449426899
8/16/2021,NFLX,233618,670565,0.348389791
8/12/2021,NFLX,155963,453388,0.343994548
8/11/2021,NFLX,154305,447244,0.345013013
8/10/2021,NFLX,214494,589613,0.363787773
8/6/2021,NFLX,240295,517443,0.464389314
8/5/2021,NFLX,458751,797796,0.575022938
8/4/2021,NFLX,229109,500229,0.458008232
8/3/2021,NFLX,306344,730794,0.419193371
8/2/2021,NFLX,286393,649305,0.441076228
7/28/2021,NFLX,300206,610079,0.492077256
7/27/2021,NFLX,428703,761579,0.562913368
7/26/2021,NFLX,421089,732185,0.575112847
7/23/2021,NFLX,757329,1314573,0.576102658
7/22/2021,NFLX,836963,1603259,0.522038548
7/21/2021,NFLX,2695709,4727360,0.570235607
7/20/2021,NFLX,763546,1706359,0.447470902
7/19/2021,NFLX,478484,1211768,0.394864364
7/16/2021,NFLX,536179,904596,0.592727582
7/15/2021,NFLX,1187537,2046244,0.580349655
7/14/2021,NFLX,748811,1443822,0.518631106
7/13/2021,NFLX,502427,1016435,0.494303128
7/12/2021,NFLX,211930,491571,0.431127955
7/9/2021,NFLX,263016,484659,0.542682587
7/8/2021,NFLX,322127,660770,0.487502459
7/7/2021,NFLX,384322,722092,0.53223412
7/6/2021,NFLX,396226,796041,0.497745719
7/2/2021,NFLX,221163,526351,0.42018159
7/1/2021,NFLX,337233,758754,0.444456306
6/30/2021,NFLX,171314,563062,0.304254238
6/29/2021,NFLX,322776,729580,0.442413443
6/28/2021,NFLX,261096,740915,0.352396699
6/25/2021,NFLX,644403,1588870,0.405573143
6/24/2021,NFLX,369079,1001661,0.368466976
6/23/2021,NFLX,426199,1129809,0.377231019
6/21/2021,NFLX,629057,1694314,0.371275336
6/18/2021,NFLX,434096,891174,0.487105773
6/15/2021,NFLX,343717,732089,0.469501659
6/14/2021,NFLX,410863,1079659,0.380548859
6/11/2021,NFLX,307391,896165,0.343007147
6/10/2021,NFLX,527300,1276208,0.413177162
6/9/2021,NFLX,265007,799893,0.331303062
6/8/2021,NFLX,197686,586720,0.336934142
6/7/2021,NFLX,277665,819996,0.338617506
6/4/2021,NFLX,304042,663562,0.458196823
6/3/2021,NFLX,429611,1102495,0.389671609
6/2/2021,NFLX,281945,640235,0.440377361
6/1/2021,NFLX,236596,607865,0.389224581
5/28/2021,NFLX,274211,715485,0.38325192
5/27/2021,NFLX,196966,717314,0.274588256
5/26/2021,NFLX,209523,459332,0.456147188
5/25/2021,NFLX,213158,485372,0.439164188
5/24/2021,NFLX,233941,580925,0.402704308
5/21/2021,NFLX,345310,646071,0.534476861
5/20/2021,NFLX,387929,821411,0.472271494
5/19/2021,NFLX,385282,932226,0.413292485
5/18/2021,NFLX,229435,536327,0.42778939
5/17/2021,NFLX,312078,630741,0.494779949
5/14/2021,NFLX,276232,706856,0.390789638
5/13/2021,NFLX,364290,786051,0.463443212
5/12/2021,NFLX,403414,1094445,0.368601437
5/11/2021,NFLX,415228,1161659,0.357443966
5/10/2021,NFLX,382743,1803140,0.212264716
5/7/2021,NFLX,320467,748383,0.42821256
5/6/2021,NFLX,657197,1251865,0.524974338
5/5/2021,NFLX,495936,969673,0.511446642
5/4/2021,NFLX,563860,1332646,0.423113115
5/3/2021,NFLX,466451,1152343,0.40478486
4/30/2021,NFLX,554994,1201930,0.461752348
4/29/2021,NFLX,600238,1429943,0.419763585
4/28/2021,NFLX,431278,942358,0.457658342
4/27/2021,NFLX,473498,942445,0.502414465
4/26/2021,NFLX,576751,1408785,0.40939604
4/23/2021,NFLX,1049625,2787610,0.376532227
4/21/2021,NFLX,5372974,9596849,0.559868557
4/20/2021,NFLX,1078875,2258499,0.477695585
4/19/2021,NFLX,580476,1254969,0.462542103
4/16/2021,NFLX,371749,928294,0.400464724
4/15/2021,NFLX,407360,746990,0.545335279
4/14/2021,NFLX,547610,1003490,0.545705488
4/13/2021,NFLX,525887,866791,0.606705653
4/12/2021,NFLX,295451,764201,0.386614255
4/9/2021,NFLX,443587,832312,0.532957593
4/8/2021,NFLX,733760,1515184,0.484271217
4/7/2021,NFLX,208152,594383,0.350198441
4/6/2021,NFLX,413945,906236,0.456773953
4/5/2021,NFLX,351661,837039,0.420124988
4/1/2021,NFLX,545602,1111314,0.490952152
3/31/2021,NFLX,368230,870716,0.422904828
3/30/2021,NFLX,235766,534201,0.44134324
